Page,Table,Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12
17,1,18,予定,よてい,ก าหนดการ,,,,,,,,,
17,1,19,日付,ひづけ,วันที่,,,,,,,,,
17,1,20,準備（する）,じゅんび（する）,(การ)เตรยี ม,,,,,,,,,
17,1,21,会議,かいぎ,การประชมุ,,,,,,,,,
17,1,22,朝礼,ちょうれい,การประชมุ เชา้ กอ่ นเรมิ่ งาน,,,,,,,,,
17,1,23,報告書,ほうこくしょ,หนังสอื รายงาน,,,,,,,,,
17,1,24,マニュアル,まにゅある,คมู่ อื,,,,,,,,,
17,1,25,作業手順書,さぎょうてじゅんしょ,คมู่ อื ขนั้ ตอนการปฏบิ ัตงิ าน,,,,,,,,,
17,1,26,調子,ちょうし,"สภาพการท างานของ
รา่ งกายหรอื เครอื่ งจักร",,,,,,,,,
18,1,1,立入禁止,たちいりきんし,หา้ มเขา้,,,,,,,,,
18,1,2,禁煙,きんえん,หา้ มสบู บหุ รี่,,,,,,,,,
18,1,3,火気厳禁,かきげんきん,หา้ มจดุ ไฟ,,,,,,,,,
18,1,4,駐車禁止,ちゅうしゃきんし,หา้ มจอดรถ,,,,,,,,,
18,1,5,足もと注意,あしもとちゅうい,ระวงั สะดดุ,,,,,,,,,
18,1,6,開口部注意,かいこうぶちゅうい,ระวงั ชอ่ งเปิด,,,,,,,,,
18,1,7,感電注意,かんでんちゅうい,"ระวงั อันตรายจากไฟฟ้า
ช็อต",,,,,,,,,
18,1,8,堕落注意,ついらくちゅうい,ระวงั ตกจากทสี่ งู,,,,,,,,,
18,1,9,頭上注意,ずじょうちゅうい,ระวงั ศรี ษะ,,,,,,,,,
18,1,10,警報設備,けいほうせつび,"อปุ กรณ์สญั ญาณเตอื นภัย
ป่มุ ขอความชว่ ยเหลอื",,,,,,,,,
19,1,11,消火器,しょうかき,ถังดับเพลงิ,,,,,,,,,
19,1,12,AED設置場所,"えーいーでぃーせっちば
しょ","จดุ ตดิ ตัง้ เครอิ่ งกระตกุ
หวั ใจอัตโนมัติ",,,,,,,,,
19,1,13,保護帽着用,ほごぼうちゃくよう,สวมหมวกนริ ภัย,,,,,,,,,
19,1,14,安全帯使用,あんぜんたいしよう,สวมสายรัดตัวนริ ภัยกันตก,,,,,,,,,
19,1,15,昇降階段,しょうこうかいだん,บันไดขนึ้ ลง,,,,,,,,,
19,1,16,休憩所,きゅうけいじょ,หอ้ งนั่งพัก,,,,,,,,,
19,1,17,最大積載荷重,さいだいせきさいかじゅう,รับน ้าหนักไดส้ งู สดุ,,,,,,,,,
19,1,18,喫煙所,きつえんじょ,ทพี่ ักสบู บหุ รี่,,,,,,,,,
19,1,19,整理整頓,せいりせいとん,"สะสาง สะดวก,
ซอ้ นใหถ้ กู ตอ้ งสะดวกใช้
ปลอดภัย",,,,,,,,,
19,1,20,安全通路,あんぜんつうろ,ทางเดนิ ปลอดภัย,,,,,,,,,
20,1,1,三連クランプ,さんれんくらんぷ,"ชุดข้อสือ 3 ห่วงติดกัน,
ชุดแคลมป์ข้อเสือ 3
ห่วงติดกัน",,"さんれん たんかん けつごう
三連クランプで単管を結合する","จับยึดท่อเหล็กให้เชื(cid:1143)อมต่อเข้า
ด้วยกันด้วยชุดข้อส3ือ ห่วงติดกัน",,,,,,
20,1,2,"ベルトコンベア
（ベルコン）","べるとこんべあ
（べるこん）",สายพานลําเลียง,,"つち こうんぱん
ベルトコンベアで土を小運搬する",แบ่งขนถ่ายดินด้วยสายพานลําเลีย,ง,,,,,
20,1,3,かけや,かけや,"ค้อนไม้ขนาดใหญ, ่
ตะลุมพุก","ค้อนไม้ขนาดใหญเร่ ียกอีกชื(cid:1143)อหน
ว่านะริโมะโนะ(ตัวก่อเสียง) หรือ
โอนะร(ิเสียงดัง) แบบจับด้ามด้วย
สองมือเรียกว่าคะเคะยะ(ค้อนไม้
ขนาดใหญ่) แบบจับด้ามด้วยมือ
เดียวเรียกว่าคิซึฉ(ิค้อนไม) ้หรือ
เรียกว่าโคะเนะคิริ","ึ(cid:1143)ง
くい う こ
かけやで杭を打ち込む",ตอกหมุดด้วยค้อนไม้,,,,,,
20,1,4,ランマ,らんま,"เครื(cid:1143)องกระทุ้ง,ด ิน
เครื(cid:1143)องตบดิน","คือเครื(cid:1143)องตบดินแบบกระโดด
(Tamping Rammer)","じばん し かた
ランマで地盤を締め固める","ตบอัดพื(cid:1144)นดินให้แน่นโดยเครื(cid:1143)อง
กระทุ้งดิน",,,,,,
20,1,5,自在クランプ,じざいくらんぷ,"ข้อเสือเป็น (ข้อเสือที(cid:1143)
สามารถหมุนไปมาได)้","ใช้จับยึดท่อเหล็กให้เชื(cid:1143)อมต่อเข
ด้วยกันอย่างคงที(cid:1143)เมื(cid:1143)อต้องการ
ความแข็งแรงในแนวเฉียงในงาน
นั(cid:1143)งร้านเรียกการเสริมความแข็งแร
ในแนวเฉียงว่า「คํ(cid:1144)าย（ันสึจิไคอิ
）」","้า
เพิ(cid:1143)ม
じざい もち たんかん きんけつ
自在クランプを用いて単管を緊結す
ง
る","ใช้ข้อเสือเป็นจับยึดท่อเหล็กให้
เชื(cid:1143)อมต่อเข้าด้วยกันอย่างคงที(cid:1143)",,,,,,
20,1,6,キャッチクランプ,きゃっちくらんぷ,"ชุดบีมแคลมป์กับข้อ
เสือ, ชุดข้อเสือกับยูแค
ลมป์ (ชุดแคลมป์ที(cid:1143)มี
แคลมป์ยึดบีมและข้อ
เสืออยู่คู่กัน)",,"もち たんかん てっこつ
キャッチクランプを用いて単管と鉄骨
きんけつ
を緊結する","ใช้ชุดบีมแคลมป์กับข้อเสือจับยึด
ท่อเหล็กไว้กับโครงเหล็ก",,,,,,
20,1,7,吊り上げ用クランプ,つりあげようくらんぷ,"แคลมป์ยกเหล็ก, แค
ลมป์ยก, แคลมป์จับยก
เหล็ก",,"つ あ よう もち きんけつ
吊り上げ用クランプを用いて緊結し
たんかん つ あ
た単管を吊り上げる","ใช้แคลมป์ยกเหล็กจับยกท่อเหล็ก
ที(cid:1143)ต่อเข้าด้วยกันแล้ว",,,,,,
20,1,8,直交クランプ,ちょっこうくらんぷ,ข้อเสือตั(cid:1144)งฉาก,,"ちょっこう もち たんかん きんけつ
直交クランプを用いて単管を緊結す
る","ใช้ข้อเสือตั(cid:1144)งฉากจับยึดท่อเหล็ก
เชื(cid:1143)อมต่อเข้าด้วยกันอย่างคงที(cid:1143)",ให้,,,,,
20,1,9,フック,ふっく,"ตะขอยก, ตะขอ",,ワイヤーロープをフックにかける,คล้องลวดสลิงเข้ากับตะขอยก,,,,,,
21,1,10,ストレートシャックル,すとれーとしゃっくる,"สเก็นตัวย ู(อุปกรณ์
ห่วงโลหะที(cid:1143)ใช้สําหรับ
คล้องยึดเข้ากับ
อุปกรณ์ต่างๆ)",,"ワイヤーをストレートシャックルにかけ
る",คล้องลวดเหล็กเข้ากับสเก็นตัวยู,,,,,,
21,1,11,滑車,かっしゃ,รอก,,"かっしゃ ざいりょう つ あ
滑車で材料を吊り上げる",ยกวัสดุขึ(cid:1144)นด้วยรอก,,,,,,
21,1,12,クレーン,くれーん,"ปั(cid:1144)นจ, ั(cid:1143)เคนรน",,"しざい つ あ
クレーンで資材を吊り上げる",ยกวัสดุขึ(cid:1144)นด้วยปั(cid:1144)นจั(cid:1143)น,,,,,,
21,1,13,移動式クレーン,いどうしきくれーん,ปั(cid:1144)นจั(cid:1143)นชนิดเคลือนท,ี(cid:1143),"いどうしき しざい つ あ
移動式クレーンで資材を吊り上げる",ยกวัสดุด้วยปั(cid:1144)นจั(cid:1143)นเคลื(cid:1143)อนที(cid:1143),,,,,,
21,1,14,介しゃくロープ,かいしゃくろーぷ,"เชือกพยุงกันส่าย
(เชือกที(cid:1143)ห้อยอยู่กับ
ของที(cid:1143)ยกด้วยปั(cid:1144))นจั",(cid:1143)น,"かい にもつ ふ
介しゃくロープで荷物の振れをおさ
える","ลดการส่ายของวัสดุด้วยเชือกพยุง
กันส่าย",,,,,,
21,1,15,昇降階段,しょうこうかいだん,"บันไดขึ(cid:1144)นลงภายใน
นั(cid:1143)งร้าน",,"あしばじょうそう のぼ しょうこうかいだん つか
足場上層に上るには昇降階段を使
う","ใช้บันไดขึ(cid:1144)นลงภายในนั(cid:1143)งร้านเ
ขึ(cid:1144)นไปนั(cid:1143)งร้านชั(cid:1144)นบน",พื(cid:1143)อ,,,,,
21,1,16,筋かい止めピン,すじかいとめぴん,"เดือยล็อคกากบาท,
สลักล็อคกากบาท,
เดือยล็อคท่อคํ(cid:1144)ายัน
นั(cid:1143)งร้าน",,"すじ と さ こ お ま
筋かい止めピンを差し込み折り曲げ
ておく","สอดเดือยล็อคกากบาทนั(cid:1143)งร้าน
แล้วพับงอไว้",,,,,,
21,1,17,脚柱ジョイント,きゃくちゅうじょいんと,ข้อต่อเสานั(cid:1143)งร้าน,,"きゃくちゅう さいご さ こ
脚柱ジョイントは最後まで差し込む",ข้อต่อเสานั(cid:1143)งร้านต้องสอดให้สุด,,,,,,
21,1,18,連結ピン,れんけつぴん,ข้อต่อ,,"れんけつ さいご さ こ
連結ピンは最後まで差し込む",ข้อต่อต้องสอดให้สุด,,,,,,
21,1,19,ジョイント金具,じょいんとかなぐ,อุปกรณ์ข้อต่อ,,"かなぐ かくじつ さいご
ジョイント金具は確実に最後までは
める","อุปกรณ์ข้อต่อต้องใส่ให้สุดและให
เข้าที(cid:1143)อย่างถูกต้อง",้,,,,,
21,1,20,レバーブロック,ればーぶろっく,รอกโยก,,"しざい こてい
レバーブロックで資材を固定する",ยึดวัสดุด้วยรอกโยก,,,,,,
22,1,21,電動のこ（丸のこ）,"でんどうのこ（まるの
こ）","เลื(cid:1143)อยไฟฟ (้เาลื(cid:1143)อยวง
เดือน)",,"かたわく せつだん まる しよう
型枠の切断は丸のこを使用する","ใช้เลื(cid:1143)อยวงเดือนตัดแบบหล่อ
คอนกรีต",,,,,,
22,1,22,モンキースパナ,もんきーすぱな,ประแจเลื(cid:1143)อน,"หรือเรียกอีกอย่างหนึ(cid:1143)ง「ว่า
ประแจลิง (มงคี(cid:1143)เรน)」ฉิ","し ゆる
モンキースパナでナットを締める・緩
める",ใช้ประแจเลื(cid:1143)อนขันหรือคลายน็อต,,,,,,
22,1,23,親綱支柱,おやづなしちゅう,"เสายึดเชือกป้องกัน
การตก (เชือกสําหรับ
เกี(cid:1143)ยวตะขอสายรัดตัว
กันตก)",,"おやづな は い ち おやづなしちゅう と
親綱を張る位置に親綱支柱を取り
つ
付ける","ติดตั(cid:1144)งเสายึดเชือกป้องกันการตก
ในจุดขึงเชือกป้องกันการตก",,,,,,
22,1,24,ブラケット,ぶらけっと,นั(cid:1143)งร้านท้าวแขน,"หรือเรียกอีกอย่างหนึ(cid:1143)ง「ว่าคาน
ปีก (โมะชิโอะคุร)ิ」","あしば と つ
足場にブラケットを取り付ける",ติดตั(cid:1144)งท้าวแขนเข้ากับนั(cid:1143)งร้าน,,,,,,
22,1,25,梯子,はしご,"บันไดพาด, บันไดพับ",,,,,,,,,
23,1,1,親綱,おやづな,"เชอื กป้องกันการตก
(เชอื กสา หรับเกยี่ วตะขอ
สายรัดตัวกันตก)","คอื เชอื กทมี่ ไี วเ้พอื่ เกยี่ วสายรัดตัวกัน
ตก(เข็มขัดทมี่ เี ชอื กชว่ ยชวี ติ ตดิ อย)ู่ ใน
ไซตง์ านกอ่ สรา้ ง และจะตอ้ งตดิ ตัง้ อยู่
ระหวา่ งเสาโดยไมใ่ หห้ ยอ่ นยานเพอื่
ปกป้องชวี ติ ของผทู้ างานในไซตง์ าน","おやづな あんぜんたい
親綱に安全帯をかける","เอาสายรัดตัวกันตกเกยี่ วไวก้ ับเชอื ก
ป้องกันการตก",,,,,,
23,1,2,建枠（ビティ）,たてわく（びてぃ）,ขาตัง้ นั่งรา้ น,,"たてわく もち あ し ば く み た
建枠（ビティ）を用いて足場を組立て
る",ใชข้ าตัง้ นั่งรา้ นประกอบนั่งรา้ น,,,,,,
23,1,3,メッシュシート,めっしゅしーと,ตาขา่ ยกันฝ่นุ,"เรยี กอกี อยา่ งวา่ 「ผา้ ใบกันฝ่นุ (โยโจ
ชที โตะ)」「ตาขา่ ยป้องกันการฟ้งุ
กระจาย (ฮซิ นั โบชเิ น็ทโตะ)」","あ し ばわく と つ
足場枠にメッシュシートを取り付ける",ตดิ ตาขา่ ยกันฝ่นุ ทโี่ ครงนั่งรา้ น,,,,,,
23,1,4,防音パネル,ぼうおんぱねる,แผงกันเสยี ง,,"そうおんたいさく ぼうおん せ っ ち
騒音対策として防音パネルを設置す
る","ตดิ ตัง้ แผงกันเสยี งตามมาตรการลด
เสยี งรบกวน",,,,,,
23,1,5,朝顔材,あさがおざい,ตาขา่ ยนริ ภัย,,"あさがおざい ひ ら い ら っ か ぼ う し
朝顔材は飛来落下防止のためにつか
う","ตาขา่ ยนริ ภัยใชเ้พอื่ ป้องกันวตั ถรุ ่วง
ตกลงมา",,,,,,
23,1,6,架空線,かくうせん,สายไฟบนเสาไฟฟ้า,"หากไปสมั ผัสโดนมโี อกาสสงู ทจี่ ะท า
ใหเ้กดิ อบุ ัตเิ หตไุ ฟฟ้าช็อตไดเ้พราะ
เป็นสายสง่ ไฟฟ้าแรงสงู","か く うせん せっしょく
架空線へ接触させないようにする","อยา่ ใหน้ ั่งรา้ นสมั ผัสกับสายไฟบนเสา
ไฟฟ้า",,,,,,
23,1,7,幅木（仮設足場）,はばき（かせつあしば）,"ขอบกันตกนั่งรา้ น (นั่งรา้ น
ชั่วคราว)",,"ろうどうしゃ ついてんらく き ぐ ら っ か ぼ う し
労働者の墜転落・器具の落下防止の
あ し ば は ば き もう
ために足場に幅木を設ける","ตดิ ตัง้ ขอบกันตกนั่งรา้ น เพอื่ ป้องกัน
การพลัดตกของคนงานและการตก
ของอปุ กรณ์ตา่ งๆ",,,,,,
23,1,8,単管,たんかん,ทอ่ เหล็ก,"ยอ่ มาจาก「ทอ่ แป๊ปเหล็ก (ทังคัง
ไพอปิ )ุ 」 บางครัง้ ก็เรยี กวา่ 「ทอ่ แป๊ป
(ไพอปิ )ุ 」","たんかん もち あ し ば く た
単管を用いて足場を組み立てる",ใชท้ อ่ เหล็กประกอบนั่งรา้ น,,,,,,
23,1,9,脚立,きゃたつ,"บันไดพาด, บันไดพับ",,,,,,,,,
23,1,10,作業半径,さぎょうはんけい,รัศมกี ารท างาน,"รัศมกี ารหมนุ ของเครอื่ งจักรกลหนัก
สว่ นใหญจ่ ะหา้ มเขา้ ใกลเ้พอื่ ป้องกัน
การเกดิ อบุ ัตเิ หตถุ กู ชน","じゅうきさぎょう さぎょうはんけい た い きん
重機作業の作業半径に立ち入りを禁
し
止する","หา้ มเขา้ ใกลร้ ัศมกี ารท างานที่
เครอื่ งจักรกลหนักท างาน",,,,,,
24,1,11,仮ボルト,かりぼると,น็อตไวช้ ั่วคราว,,"かり こうぞうたい かり こ て い
仮ボルトで構造体を仮に固定する","ยดึ โครงสรา้ งไวช้ ั่วคราวดว้ ยการ
ตดิ น็อตไวช้ ั่วคราว",,,,,,
24,1,12,手直し,てなおし,แกไ้ ข,,"し て き ば し ょ て な お
指摘された場所を手直しする","ใชน้ ั่งรา้ นแกไ้ ขงานตามต าแหน่งทถี่ กู
ระบไุ ว้",,,,,,
24,1,13,面一,つらいち,"ท าใหว้ สั ดสุ องชนดิ เรยี บ
เสมอกัน",,"つらいち
面一にそろえる",ท าใหเ้รยี บเสมอกัน,,,,,,
24,1,14,点検事項,てんけんじこう,รายการตรวจเช็ค,,"し よ う こ う ぐ てんけんじ こ う もと し
使用する工具は点検事項に基づき始
ぎょうまえてんけん
業前点検をおこなう","อปุ กรณ์ทใี่ ชต้ อ้ งท าการตรวจเช็คตาม
รายการตรวจเช็คกอ่ นเรมิ่ งาน",,,,,,
24,1,15,積載荷重,せきさいかじゅう,น ้าหนักบรรทกุ,,"せきさいかじゅう こ
トラックの積載荷重を超えないように
つ こ
積み込む","บรรทกุ ไมใ่ หเ้กนิ น ้าหนักบรรทกุ ของ
รถบรรทกุ",,,,,,
24,1,16,すき間,すきま,ชอ่ งวา่ ง,,"ぼうおん ま あ
防音シートはすき間が空かないように
と つ
取り付ける",การตดิ ตัง้ แผน่ กันเสยี งอยา่ ใหม้ ชี อ่ งวา่ ง,,,,,,
24,1,17,通りを見る,とおりをみる,"ตรวจยนื ยัน, ตรวจยนื ยันวา่
เป็นแนวตรง",,"かたどお ね ぎ り で き とお
やり方通りで根切が出来ているか通
りをみる","ตรวจยนื ยันดวู า่ ไดท้ าการขดุ ตาม
วธิ กี ารหรอื ไม่",,,,,,
24,1,18,組立,くみたて,ประกอบ,,"あ し ば く み た
足場を組立てる",ประกอบนั่งรา้ น,,,,,,
24,1,19,地組,じぐみ,ประกอบทพี่ นื้,,"した じ ぐみ あ し ば あ
下で地組した足場をクレーンで上げ
うえ と つ
て上で取り付ける","ใชป้ ั้นจนั่ ยกนั่งรา้ นทปี่ ระกอบบนพนื้ ดนิ
เอาขนึ้ ไปประกอบขา้ งบน",,,,,,
24,1,20,天端,てんば,ระดับบนสดุ,"เรยี กอกี ชอิ่ หนงึ่ วา่ 「ดา้ นบน (อุ
วะบะ)」","て ん ば へいかつ
コンクリートの天端をコテで平滑にな
らす","ใชเ้กรยี งฉาบดา้ นบนของคอนกรตี ให้
เรยี บเป็นเนื้อเดยี วกัน",,,,,,
25,1,21,玉掛け,たまかけ・たまがけ,"การเกยี่ วเชอื กเขา้ กับและ
ถอดเชอื กออกจากตะขอ
ปั้นจนั่",,"ざいりょう つ あ さい あんぜん い ち
材料を吊り上げる際は安全な位置に
たまかけ
玉掛けをおこなう","เวลายกวสั ด ุ จะตอ้ งเกยี่ วเชอื กเขา้ กับ
ตะขอปั้นจนั่ ในต าแหน่งทปี่ ลอดภัย",,,,,,
25,1,22,合図,あいず,การใหส้ ญั ญาน,,"じゅうきさぎょう あ い ず あんぜん おこな
重機作業は合図をもって安全に行う","งานทใี่ ชเ้ครอื่ งจักรกลหนัก จะตอ้ งให้
และดสู ญั ญานเพอื่ ปฏบิ ัตงิ านดว้ ย
ความปลอดภัย",,,,,,
25,1,23,定格荷重,ていかくかじゅう,พกิ ัดน ้าหนัก,,"ていかくかじゅう こ つ さぎょう
定格荷重を超えて吊りもの作業はお
こなわない",ไมท่ าการยกของทเี่ กนิ พกิ ัดน ้าหนัก,,,,,,
25,1,24,たち,たち,แนวตัง้ ของเสา,,"あ しばしち ゅ う み すいちょくせい
足場支柱のたちを見る（垂直性＝た
ち）","ดแู นวตัง้ ของเสานั่งรา้ น(ซยึ โฉะกเุ ซ
(แนวตัง้ )=ทะจ)ิ",,,,,,
25,1,25,職長,しょくちょう,หวั หนา้ งาน,,"あ し ばくみたて しょくちょう し じ したが
足場組立は職長の指示に従う","การประกอบนั่งรา้ นใหท้ าตามค าสงั่
หวั หนา้ งาน",,,,,,
26,1,1,安全カバー,あんぜんかばー,ฝาครอบป้องกัน,"สว่ นใหญห่ มายถงึ ฝาครอบทตี่ ดิ อยกู่ ับ
เลอื่ ยวงเดอื นไฟฟ้า เพอื่ ใชป้ ้องกัน
เลอื่ ยวงเดอื นกระเด็นมาโดนร่างกาย
ในกรณีเกดิ การดดี ตัวเวลาตัด","あんぜん しよう じこ ふせ
安全カバーの使用で事故を防ぐ","ป้องกันอบุ ัตเิ หตดุ ว้ ยการใชฝ้ าครอบ
ป้องกัน",,,,,,
26,1,2,安全帯,あんぜんたい,"สายรัดตัวนริ ภัย, ชดุ เซฟตี้
กันตก",,"あんぜんたい あ し ば と つ
安全帯を足場に取り付ける",คลอ้ งสายรัดตัวนริ ภัยไวก้ ับนั่งรา้ น,,,,,,
26,1,3,インサート,いんさーと,"พกุ ฝังคอนกรตี , ปล๊ักฝัง
คอนกรตี",,"せ っ ち
インサートをコンクリートに設置するた
かたわく う こ
め、型枠に打ち込む","ตอกพกุ ฝังคอนกรตี ตดิ กับแบบหลอ่
คอนกรตี เพอื่ ตดิ ตัง้ ในคอนกรตี",,,,,,
26,1,4,スペーサ,すぺーさ,ลกู ปนู,,"かたわく と つ
型枠にスペーサを取り付ける",ใสล่ กู ปนู ในแบบหลอ่ คอนกรตี,,,,,,
26,1,5,鉄筋,てっきん,"เหล็กเสรมิ , เหล็กเสรมิ แรง",,"てっきん かたわく す き ま ちょうせい
鉄筋と型枠の隙間を調整する","จัดระยะหา่ งระหวา่ งเหล็กเสรมิ กับ
แบบหลอ่ คอนกรตี",,,,,,
26,1,6,電工ドラム（ドラム）,でんこうどらむ（どらむ）,"ลอ้ เก็บสายไฟ (โรล
สายไฟ)",,"でんこう さ こ
電工ドラムのコンセントに差し込む",เสยี บปล๊ักทลี่ อ้ เก็บสายไฟ,,,,,,
26,1,7,電動丸のこ（電のこ）,"でんどうまるのこ（でんの
こ）","เลอื่ ยวงเดอื นไฟฟ้า
(เลอื่ ยไฟฟ้า)",,"でんどうまる せつだん
電動丸のこでコンパネを切断する",ตัดไมแ้ บบดว้ ยเลอื่ ยวงเดอื นไฟฟ้า,,,,,,
26,1,8,パッキン,ぱっきん,วสั ดกุ ันซมึ รอยตอ่,,"し こ
パッキンを敷き込む",ปวู สั ดกุ ันซมึ รอยตอ่,,,,,,
26,1,9,小バール,しょうばーる,ชะแลงขนาดเล็ก,,"しょう くぎ ぬ
小バールで釘を抜く",ใชช้ ะแลงขนาดเล็กถอนตะปู,,,,,,
26,1,10,大バール,だいばーる,ชะแลงขนาดใหญ่,,"かたわくかいたい だい し よ う
型枠解体に大バールを使用する","ใชช้ ะแลงขนาดใหญใ่ นการถอดแบบ
หลอ่ คอนกรตี",,,,,,
27,1,11,化粧合板,けしょうごうはん,ไมอ้ ัดเคลอื บ,,"ひょうめん う はな し あ けしょうごうばん
表面は打ち放し仕上げのため化粧合
し よ う
板を使用する","ใชไ้ มอ้ ัดเคลอื บเนื่องจากพนื้ ผวิ
ดา้ นหนา้ ท าใหเ้สร็จแบบปลอ่ ยเปลอื ย",,,,,,
27,1,12,普通合板,ふつうごうはん,ไมอ้ ัดธรรมดา,,"はいめん そ じ し あ ふ つ うごうばん
背面は素地仕上げのため普通合板を
し よ う
使用する","ใชไ้ มอ้ ัดธรรมดาเนื่องจากพนื้ ผวิ
ดา้ นหลังท าใหเ้สร็จแบบเนื้อเดมิ",,,,,,
27,1,13,スタイロフォーム,すたいろふぉーむ,โฟม,,"かたわくない と つ
スタイロフォームを型枠内に取り付け
る",ใสโ่ ฟมอยภู่ ายในแบบหลอ่ คอนกรตี,,,,,,
27,1,14,面木,めんぎ,"สามเหลยี่ มลบมมุ , บัวไม้
สามเหลยี่ ม",,"かたわく めん ぎ と つ
型枠に面木を取り付ける","ตดิ สามเหลยี่ มลบมมุ เขา้ กับแบบหลอ่
คอนกรตี",,,,,,
27,1,15,バイブレーター,ばいぶれーたー,เครอื่ งสนั่ คอนกรตี,,"し かた
バイブレーターでコンクリートを締め固
める","ท าการอัดแน่นคอนกรตี ดว้ ยเครอื่ งสนั่
คอนกรตี",,,,,,
27,1,16,剥離剤,はくりざい,น ้ายาถอดแบบ,,"かたわく よ
コンクリートと型枠のはなれを良くする
は く りざい し よ う
ために剥離剤を使用する","ใชน้ ้ายาถอดแบบเพอื่ ท าใหถ้ อดแบบ
หลอ่ คอนกรตี ออกจากคอนกรตี ไดง้ า่ ย
ขนึ้",,,,,,
27,1,17,けこみ板,けこみいた,ไมบ้ ันไดลกู ตัง้,,"いた と つ
けこみ板を取り付ける",ตดิ ตัง้ ไมบ้ ันไดลกู ตัง้,,,,,,
27,1,18,目地棒,めじぼう,"วสั ดกุ ัน้ ใหเ้กดิ แนวร่อง
รอยตอ่",,"かたわく め じ ぼう と つ
型枠に目地棒を取り付ける","ในแบบหลอ่ คอนกรตี ตดิ ตัง้ วสั ดกุ ัน้ ให้
เกดิ แนวร่องรอยตอ่",,,,,,
27,1,19,コンクリート,こんくりーと,คอนกรตี,,"かたわく なが こ
型枠にコンクリートを流し込む",เทคอนกรตี ลงในแบบหลอ่ คอนกรตี,,,,,,
27,1,20,コンベックス,こんべっくす,ตลับเมตร,,"すんぽう はか
コンベックスで寸法を測る",วดั ขนาดดว้ ยตลับเมตร,,,,,,
28,1,21,作業用手袋,さぎょうようてぶくろ,ถงุ มอื สา หรับใชป้ ฏบิ ัตงิ าน,,"さぎょうようてぶくろ もち かたわくさぎょう
作業用手袋を用いて型枠作業をおこ
なう","ใสถ่ งุ มอื สา หรับใชป้ ฏบิ ัตงิ านเมอื่
ท างานแบบหลอ่ คอนกรตี",,,,,,
28,1,22,差金,さしがね,ฉากเหล็ก,,"さしがね すんぽう はか
差金で寸法を測る",วดั ขนาดดว้ ยฉากเหล็ก,,,,,,
28,1,23,水平器,すいへいき,"ระดับน ้า, เครอื่ งวดั ระดับ",,"すいへい き かたむ ちょうせい すいへい
水平器で傾きを調整し水平にする","ปรับความลาดเอยี งเพอื่ ใหไ้ ดร้ ะนาบ
ดว้ ยระดับน ้า",,,,,,
28,1,24,墨さし,すみさし,ปากกาสา หรับใชต้ เี สน้,,"すみ すみ
墨さしを墨つぼにつける","จมุ่ ปลายปากกาสา หรับใชต้ เี สน้ ในบัก
เตา้ ตเี สน้",,,,,,
28,1,25,墨つぼ,すみつぼ,บักเตา้ ตเี สน้,,"すみ すみ
墨さしを墨つぼにつける","จมุ่ ปลายปากกาสา หรับใชต้ เี สน้ ในบัก
เตา้ ตเี สน้",,,,,,
29,1,1,"丸セパレーター
（丸セパ）","まるせぱれーたー
（まるせぱ）","อปุ กรณ์ยดึ แบบระบบ
ฟอรม์ ไท (ฟอรม์ ไท)",,"まる かたわく こ て い
丸セパレーターで型枠を固定する","ยดึ แบบหลอ่ คอนกรตี ดว้ ยระบบฟอรม์
ไท",,,,,,
29,1,2,天端釘,てんばくぎ,"หมดุ ชว่ ยในการปรับระดับ
สนั คอนกรตี ฐานราก",,"てん てん ば くぎ う
コンクリート天に天端釘を打つ","ปักหมดุ ชว่ ยในการปรับระดับสนั
คอนกรตี ฐานรากทดี่ า้ นบนของคอนกรตี",,,,,,
29,1,3,ケレン,けれん,ท าความสะอาด,,"ひょうめん
コンパネの表面をけれんする",ท าความสะอาดพนื้ ผวิ ของไมแ้ บบ,,,,,,
29,1,4,型枠支保工,かたわくしほこう,ค ้ายัน,,"か た わ く し ほ こ う こ う じ おこな
型枠支保工の工事を行う",งานกอ่ สรา้ งค ้ายัน,,,,,,
29,1,5,"基礎型枠
（メタルフォーム）","きそかたわく
（めたるふぉーむ）","แบบหลอ่ คอนกรตี ฐานราก
(แบบเหล็ก)",,"き そ かたわく く み た
基礎型枠を組立てる","ประกอบแบบหลอ่ คอนกรตี ฐานราก
ดว้ ยแบบเหล็ก",,,,,,
29,1,6,釘仕舞い,くぎしまい,"ถอนตะปอู อกและจัดเก็บ
หลังจบงาน",,"かたわく くぎ し ま
型枠をばらして釘仕舞いをする","รอื้ ถอนแบบหลอ่ คอนกรตี แลว้ ถอน
ตะปอู อกและจัดเก็บหลังจบงาน",,,,,,
29,1,7,スラブ天端,すらぶてんば,ระดับบนสดุ ของพนื้,,"てん ば
スラブ天端をそろえる",ท าใหร้ ะดับพนื้ โครงสรา้ งเสมอกัน,,,,,,
29,1,8,高さ（タッパ）,たかさ（たっぱ）,ความสงู (สว่ นสงู ),,"たか はか
高さ（タッパ）を測る",วดั ความสงู (สว่ นสงู ),,,,,,
