言語,Page,番号,単語,翻訳
ベトナム語,46,11,ゆるめる,Nới lỏng
ベトナム語,46,12,伸ばす,"Cán, kéo dài"
ベトナム語,46,13,外す,"Tháo, gỡ ra"
ベトナム語,46,14,曲げる,Uốn
ベトナム語,46,15,出す,Lấy ra
ベトナム語,46,16,乾かす,"Làm khô, sấy khô"
ベトナム語,46,17,数える,"Chỉ bảo, dạy"
ベトナム語,46,18,運ぶ,Vận chuyển
ベトナム語,46,19,積む,"Xếp, chất"
ベトナム語,46,20,下ろす,"Dỡ xuống, hạ xuống"
ベトナム語,46,21,離れる,"Rời xa, tránh"
ベトナム語,47,1,位置,Vị trí
ベトナム語,47,2,寸法,Kích thước
ベトナム語,47,3,測定（する）,(danh từ) Sự đo đạc
ベトナム語,47,,,(động từ) Đo đạc
ベトナム語,47,4,計測（する）,(danh từ) Sự đo lường
ベトナム語,47,,,(động từ) Đo lường
ベトナム語,47,5,計測器,Máy đo lường
ベトナム語,47,6,温度,Nhiệt độ
ベトナム語,47,7,高さ,Chiều cao
ベトナム語,47,8,長さ,Chiều dài
ベトナム語,47,9,重さ,Cân nặng
ベトナム語,47,10,厚さ,Chiều dày
ベトナム語,47,11,硬さ,Độ cứng
ベトナム語,47,12,深さ,Độ sâu
ベトナム語,47,13,表面,Bề mặt
ベトナム語,47,14,すきま,Khe hở
ベトナム語,47,15,中心,"Trung tâm, chính giữa"
ベトナム語,48,16,値,Giá trị
ベトナム語,48,17,安定（する）,(danh từ) Sự ổn định
ベトナム語,48,,,(động từ) Ổn định
ベトナム語,48,18,大きさ,Độ lớn
ベトナム語,48,19,数,Số lượng
ベトナム語,48,20,誤差,Sai số
ベトナム語,48,21,中,"Trung bình, vừa"
ベトナム語,48,22,反対,Ngược lại
ベトナム語,48,23,周り,Xung quanh
ベトナム語,48,24,尺,Thước
ベトナム語,48,25,青,Xanh
ベトナム語,48,26,赤,Đỏ
ベトナム語,48,27,白,Trắng
ベトナム語,48,28,黄色,Vàng
ベトナム語,49,1,片づける,Dọn dẹp
ベトナム語,49,2,捨てる,"Vứt, bỏ"
ベトナム語,49,3,掃く,Quét
ベトナム語,49,4,持ち上げる,Nhấc lên
ベトナム語,49,5,束ねる,"Buộc, bó"
ベトナム語,49,6,足をくじく,Bong gân chân
ベトナム語,50,1,一輪車,Xe cút kít
ベトナム語,50,2,支柱,Thanh giằng
ベトナム語,50,3,ショベル,Cái xẻng
ベトナム語,50,4,かけや,Búa lớn làm bằng gỗ sồi
