"だ い       か       き     そ
第1課基礎30",Unnamed: 2,Unnamed: 8,Unnamed: 10,Unnamed: 11,Unnamed: 17,Unnamed: 28,Unnamed: 35
12,蹴込み,けこみ,,Nosing,,"き                                け     こ          す ん ぽ う        か た わ く        く  み  た
決められた蹴込み寸法で型枠を組立
てる",Assemble formwork with specified nosing dimensions
13,工具の手入れ,こうぐのていれ,,Tool maintenance,,"こ   う   ぐ           て     い
工具の手入れをおこたらない",Maintain tools always
14,下げ振り,さげふり,,Plumb bob,,"さ            ふ               すいちょく       か く に ん
下げ振りで垂直を確認する",Check verticality with a plumb bob
15,地墨,じずみ,,Marking,,"じ   ず み         あ                        か た わ く         と          つ
地墨に合わせて型枠を取り付ける",Install formwork following the markings
16,捨てコンクリート,すてこんくりーと,,Leveling concrete,,"す                                                      と          わ く        せ  っ  ち
捨てコンクリートの止め枠を設置す                               る",Place fastening frames for leveling concrete
17,はね出し,はねだし,,Overhanging,A condition in which a scaffold plank is extending far to one side from the support. It is extremely dangerous as a worker can fall if he/she steps on it without knowing.,"かべ                              だ                                   か た わ く        く  み  た
壁からはね出してスラブ型枠を組立て
る",Assemble slab formwork overhanging from the wall
18,はらみ,はらみ,,Swell,,"だ  せ  つ ちゅう       か た わ く
コンクリート打設中に型枠のはらみを
か く に ん
確認する",Check the swelling of formwork during concrete pouring
19,前面,まえつら,,Front,,"ま え つ ら       そ ろ
前面を揃える",Align the front
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
20,養生,ようじょう,,Curing,,"だ  せ  つ   ご         ようじょう
コンクリート打設後に養生をおこなう",Cure concrete after pouring
21,レベル,れべる,,Level,,"そくりょう
レベルを測量する",Surveying the level
22,割付,わりつけ,,Allocation,,"か た わ く         わ          つ
型枠を割り付ける",Allocate forms
23,埋め込み金物,うめこみかなもの,,Metal insert,,"か た わ く                                                  う            こ          か な もの
型枠にはあらかじめ埋め込み金物を
と          つ
取り付ける",Place metal inserts to formwork in advance
24,解体する（バラス）,かいたいする（ばらす）,,Demolish (Barasu),,"か た わ く       かいたい
型枠を解体する（バラス）",Demolish formwok (Barasu)
25,かぶり寸法,かぶりすんぽう,,Concrete cover thickness,,"て っ き ん       か た わ く                             す ん ぽ う        か く に ん
鉄筋と型枠のかぶり寸法を確認する",Checking the concrete thickness between rebar and formwork
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
1,異形棒鋼,いけいぼうこう,,Deformed steel bar,Commonly used rebar in Japan,"い  け  い ぼ う こ う       も ち
異形棒鋼を用いる",Use deformed steel bar
2,結束線,けっそくせん,,Binding wire,,"け っ そ く せん        て っ き ん       し ば
結束線で鉄筋を縛る",Tie rebar with a binding wire
3,結束工具,けっそくこうぐ,,Tying tool,"Also called ""hooker""","け っ そ く  こ   う   ぐ        も ち              て っ き ん       し ば
結束工具を用いて鉄筋を縛る",Bind rebar with a tying tool
4,鉄筋切断機,てっきんせつだんき,,Rebar cutter,,"て っ き ん せ  つ  だ  ん  き         て っ き ん       せつだん
鉄筋切断機で鉄筋を切断する",Cut rebar with a rebar cutter
5,鉄筋曲げ加工機,てっきんまげかこうき,,Rebar bending machine,,"て っ き ん   ま           か  こ  う    き          て っ き ん         ま
鉄筋曲げ加工機で鉄筋を曲げる",Bend rebar with a rebar bending machine
6,フック,ふっく,,Hook,,"て っ き ん た  ん  ぶ
鉄筋端部にフックをつける",Attach the hook to the edge of the rebar
7,保護帽（ヘルメット）,ほごぼう（へるめっと）,,Safety helmet (Helmet),,"ほ     ご   ぼ う                             さ ぎ ょ う          と           か
保護帽をかぶり作業に取り掛かる",Put on the safety helmet and get to work
8,アンカー,あんかー,,Anchor,"An abbreviation of a ""joint bar (sashikin) anchor."" It is also called a ""joint bar.""","せ  っ  ち
アンカーを設置する",Place anchors
9,加工場,かこうば,,Workshop,,"げ  ん  ば はんにゅうまえ        か  こ  う   ば           て っ き ん         か  こ  う
現場搬入前に加工場で鉄筋を加工
する",Prepare rebar at the workshop before taking them to the site
10,スペーサ―,すぺーさー,,Spacer,,"て っ き ん                             あ つ              た も
鉄筋のかぶり厚さを保つためスペー
つか
サーを使う",Use spacers to maintain the bar covering concrete thickness
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
11,ドーナツ,どーなつ,,Donut spacer,,"かべ        て っ き ん                      あ つ                                                つか
壁の鉄筋かぶり厚さはドーナツを使う",Use donut spacers to maintain the bar covering concrete thickness on walls
12,加工配筋図,かこうはいきんず,,Bar bending and arrangement schedule,,"か  こ  う は い き ん   ず   ど お              く  み  た
加工配筋図通りに組立てる",Assemble according to the bar bending and arrangement schedule
13,配筋詳細図,はいきんしょうさいず,,Detailed bar arrangement schedule,,"は い き んしょうさい  ず   ど お             く み   た
配筋詳細図通りに組立てる",Assemble according to the detailed bar arrangement schedule
14,開口補強筋,かいこうほきょうきん,,Opening reinforcement bar,,"ま ど か い こ う   ぶ          か い こ う ほ き ょ う き ん       ぐ み   た
窓開口部は開口補強筋を組立てる",Provide opening reinforcement bar around window openings
15,幅止め筋,はばどめきん,,Spreader bar,,"はば   ど          き ん         と          つ
幅止め筋を取り付ける",Place spreader bar
16,差筋,さしきん,,Expansion joint,,"さ し き ん
コンクリートに差筋をする",Place expansion joints in the concrete
17,柱主筋,はしらしゅきん,,Longitudinal bar,,"はしらしゅきん       ぐ み   た
柱主筋を組立てる",Assemble longitudinal bar
18,柱配筋,はしらはいきん,,Reinforced column,,"はしらはいきん         ず   めん        か く に ん
柱配筋を図面で確認する",Check reinforced columns on the drawing
19,スラブ筋,すらぶきん,,Reinforced slab,,"き ん        し ょ て い                                   く  み  た
スラブ筋を所定のピッチで組立てる",Assemble slab reinforcement at the specified pitch
20,ベース筋,べーすきん,,Footing bottom rebar,,"き ん        く  み  た
ベース筋を組立てる",Assemble footing bottom rebar
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
21,帯筋（フープ）,おびきん（ふーぷ）,,Hoop,,"おびき ん        く  み  た
帯筋を組立てる",Assemble hoops
22,下端筋,したばきん,,Lower rebar,,"し  た  ば き ん        く  み  た
下端筋を組立てる",Assemble lower rebar
23,上端筋,うわばきん,,Upper rebar,,"う  わ  ば き ん        く  み  た
上端筋を組立てる",Assemble upper rebar
24,主筋,しゅきん,,Main rebar,,"し ゅ き ん        く  み  た
主筋を組立てる",Assemble main rebar
25,あばら筋,あばらきん,,Stirrup,,"き ん        く  み  た
あばら筋を組立てる",Assemble stirrups
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
1,はかま筋,はかまきん,,Footing top bar,,"き ん        く  み  た
はかま筋を組立てる",Assemble footing top bar
2,縦筋,たてきん,,Vertical reinforcement,,"た て き ん        く  み  た
縦筋を組立てる",Assemble vertical reinforcement
3,下筋,したきん,,Bottom reinforcement,,"し た き ん        く  み  た
下筋を組立てる",Assemble bottom reinforcement
4,横筋,よこきん,,Horizontal reinforcement,,"よ こ き ん        く  み  た
横筋を組立てる",Assemble horizontal reinforcement
5,腹筋,はらきん,,Web bar,,"は ら き ん        く  み  た
腹筋を組立てる",Assemble web bar
6,配力筋,はいりょくきん,,Distribution bar,,"はいりょくきん        く  み  た
配力筋を組立てる",Assemble distribution bar
7,上筋,うわきん,,Top reinforcement,,"う わ き ん        く  み  た
上筋を組立てる",Assemble top reinforcement
8,スパイラル筋,すぱいらるきん,,Spiral reinforcement,,"き ん        た い し んへ き          と           つ
スパイラル筋を耐震壁に取り付ける",Install spiral rebar to the earthquake- resistant wall
9,鉄筋径,てっきんけい,,Rebar diameter,,"て っ き ん け い        せ っ け い  と   し   ょ         と お
鉄筋径は設計図書の通りである",The rebar diameter is as shown in the drawing
10,かぶり厚さ,かぶりあつさ,,Cover concrete thickness,,"あ つ              か く に ん
かぶり厚さを確認する",Check the cover concrete thickness
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
11,角度,かくど,,Angle,,"か  く  ど        か く に ん
角度を確認する",Check the angle
12,シングル,しんぐる,,Single reinforcement,,"て っ き ん                                   は い き ん         く  み  た
鉄筋はシングル配筋で組立てる",Assemble reinforced steel with single reinforcement
13,ダブル,だぶる,,Double reinforcement,,"は い き ん
スラブはダブル配筋とする",Build slabs with double reinforcement
14,千鳥結束,ちどりけっそく,,Staggered binding,,"て っ き ん        ち   ど  り  け っ そ く
鉄筋は千鳥結束する",Tie rebar with staggered binding
15,切断寸法,せつだんすんぽう,,Cutting dimensions,,"せつだんす ん ぽ う        て っ き ん       せつだん
切断寸法で鉄筋を切断する",Cut rebar according to the cutting dimensions
16,加工寸法,かこうすんぽう,,Machining dimensions,,"か  こ  う  す ん ぽ うど お             て っ き ん        か  こ  う
加工寸法通りに鉄筋を加工する",Machine rebar according to the machining dimensions
17,重ね継手,かさねつぎて,,Lap splicing,,"て っ き ん  ど  う  し         か さ         つ  ぎ  て
鉄筋同士は重ね継手とする",Use a lap splicing between rebar
18,圧接継手,あっせつつぎて,,Stud joint,,"て っ き ん  ど  う  し        あ っ せ つ つ  ぎ  て
鉄筋同士は圧接継手とする",Use a stud joint between rebar
19,開口部,かいこうぶ,,Opening,,"か  い  こ  う  ぶ               か い こ う ほ き ょ う き ん         と          つ
開口部には開口補強筋を取り付ける",Install opening reinforcement at an opening
20,溶接金網,ようせつかなあみ,,Welded wire mesh,,"ど     ま   は い き ん        よ う せ つ かなあみ        し  よ   う
土間配筋は溶接金網を使用する",Use a welded wire mesh for floor reinforcement
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
21,搬出,はんしゅつ,,Carrying out,,"の こ              て っ き ん        げ  ん  ば              はんしゅつ
残った鉄筋を現場から搬出する",Carry out the remaining rebar from the site
22,搬入,はんにゅう,,Carrying into,,"て っ き ん        げ  ん  ば        はんにゅう
鉄筋を現場に搬入する",Carry rebar into the site
23,基礎,きそ,,Foundation,The base of a building,"き     そ          は い き ん
基礎の配筋をおこなう",Arrange rebar in the foundation
24,機械式継手,きかいしきつぎて,,Mechanical coupler,,"て っ き ん  ど  う  し         き  か  い  し  き  つ  ぎ  て
鉄筋同士は機械式継手とする",Use a mechanical coupler between rebar
25,配筋検査,はいきんけんさ,,Bar arrangement inspection,,"せ っ け い か ん り し ゃ                    は い き ん け  ん  さ         ご う か く
設計監理者による配筋検査に合格す
る",Pass the bar arrangement inspection by the design supervisor
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
1,トラクタ,とらくた,,Tractor,"A tractor with work equipment (attachment) is called a bulldozer, tractor shovel, and others.",,
2,ブルドーザ,ぶるどーざ,,Bulldozer,A machine made of a tractor equipped with a blade,,
3,トラクタショベル,とらくたしょべる,,Tractor shovel,A machine made of a tractor equipped with a bucket. There are crawler type and wheel type.,,
4,ホイルローダ,ほいるろーだ,,Wheel loader,Wheel type tractor shovel (four-wheel drive),,
5,ダンプトラック,だんぷとらっく,,Dump truck,,,
6,油圧ショベル,ゆあつしょべる,,Hydraulic excavator,A machine equipped with a shovel that can perform various tasks by replacing work equipment (attachment),,
7,バックホウ,ばっくほう,,Backhoe,The most common type of hydraulic shovel and used for belowground excavation,,
8,ローディングショベル,ろーでぃんぐしょべる,,Loading Excavator,"A hydraulic shovel used to load earth, sand, or rocks on the ground",,
9,ローラ,ろーら,,Roller,,,
10,バケット,ばけっと,,Bucket,,,
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
11,ブーム,ぶーむ,,Boom,,,
12,アーム,あーむ,,Arm,,,
13,ブレード（排土板）,ぶれーど（はいどばん）,,Blade (Soil removal plate),,,
14,タイヤ,たいや,,Tire,,,
15,クローラ,くろーら,,Crawler,,,
16,キー（鍵）,きー（かぎ）,,Key,,"く る ま   か ぎ
車の鍵",Car key
17,"作業装置
（アタッチメント）","さぎょうそうち
（あたっちめんと）",,Work equipment (Attachment),,,
18,エンジン,えんじん,,Engine,,"き
エンジンをかける、エンジンを切る",Start the engine / Stop the engine
19,ディーゼルエンジン,でぃーぜるえんじん,,Diesel engine,,,
20,エンジンオイル,えんじんおいる,,Engine oil,,,
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
21,"オルタネータ
（充電発電機）","おるたねーた
（じゅうでんはつでんき）",,"Alternator
(Rechargeable generator)",,,
22,バッテリ,ばってり,,Battery,,,
23,燃料,ねんりょう,,Fuel,,,
24,軽油,けいゆ,,Light oil,,,
25,ブレーキ,ぶれーき,,Brake,,"ふ
ブレーキを踏む",Apply the brakes
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
1,油圧シリンダ,ゆあつしりんだ,,Hydraulic cylinder,,,
2,油圧モータ,ゆあつもーた,,Hydraulic motor,,,
3,油圧ポンプ,ゆあつぽんぷ,,Hydraulic pump,,,
4,水漏れ,みずもれ,,Water leakage,,,
5,油漏れ,あぶらもれ,,Oil leak,,,
6,冷却水,れいきゃくすい,,Cooling water,,,
7,ブレーキ液,ぶれーきえき,,Brake fluid,,,
8,燃料タンク,ねんりょうたんく,,Fuel tank,,,
9,ファンベルト,ふぁんべると,,Fan belt,,,
10,空気圧,くうきあつ,,Air pressure,,,
11,クラッチ,くらっち,,Clutch,,,
12,急発進,きゅうはっしん,,Sudden start,,,
13,急ブレーキ,きゅうぶれーき,,Sudden braking,,,
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
14,アイドリング,あいどりんぐ,,Idling,,"て  い  し
エンジンを停止するときはアイドリング
と
したあとに止める",Stop the engine after it starts idling
15,走行,そうこう,,Running,,,
16,旋回,せんかい,,Turning,,,
17,安全ロック,あんぜんろっく,,Safety lock,,,
18,安全支柱,あんぜんしちゅう,,Safety post,,,
19,補給（する）,ほきゅう（する）,,Refueling (Refuel),,"ねんりょう       ほ き ゅ う
エンジンをかけたまま燃料を補給し                               て
はいけない",Do not refuel with the engine running
20,駐車（する）,ちゅうしゃ（する）,,Parking (Park),,,
21,歩行者,ほこうしゃ,,Pedestrian,,,
22,車両,しゃりょう,,Vehicle,,,
23,死角,しかく,,Vehicle blind spot,Areas not visible by the driver,,
24,斜面,しゃめん,,Slope,,"や ま   の   し ゃ め ん       の ぼ
山の斜面を上る",Climb a mountain slope
25,転圧（する）,てんあつ（する）,,Roller compaction (compact with a roller),,"て ん あ つ さ ぎ ょ う
ローラで転圧作業をする",Compact with a roller
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
1,接触（する）,せっしょく（する）,,Contact (Contact),,"じ ゅ う き        せっしょく
重機に接触してけがをする",Get injured due to contact with heavy machinery
2,作動（する）,さどう（する）,,Activation (Activate),,"か  さ  い  ほ   う  ち    き            さ  ど   う
火災報知器が作動する",Fire alarm is activated
3,整備（する）,せいび（する）,,Maintenance (Maintain),,"しゃりょう         せ  い  び
車両の整備をする",Maintain a vehicle
4,点検（する）,てんけん（する）,,Inspection (Inspect),,"さ ぎ ょ う ま え         こ   う   ぐ        て ん け ん
作業前に工具を点検する",Inspect tools before work
5,動かす,うごかす,,Operate,,"き  か  い        う ご
機械を動かす",Operate a machine
6,運転（する）,うんてん（する）,,Operation (Operate),,"け ん せつ き  か  い        う ん て ん
建設機械を運転する",Operate a construction machine
7,測る,はかる,,Measure,,"て っ き ん        なが              は か
鉄筋の長さを測る",Measure the length of rebar
8,操作（する）,そうさ（する）,,Operation (Operate),,"き  か  い         そ   う   さ
機械を操作する",Operate a machine
9,停止（する）,ていし（する）,,Suspension (Suspend),,,
10,切る,きる,,Turn off / Cut,,"き              て っ き ん          き
エンジンを切る、鉄筋を切る",Turn off the engine / Cut rebar
11,回す,まわす,,Turn,,,
12,押す,おす,,Press,,,
13,集める,あつめる,,Gather,,,
14,触る,さわる,,Touch,,,
15,縛る,しばる,,Tie,,,
16,揃える,そろえる,,Make uniform,,"て っ き ん        なが              そ ろ
鉄筋の長さを揃える",Make the rebar lengths uniform
17,結ぶ,むすぶ,,Tie,,"ざいりょう                                                       む す
材料をまとめてひもで結ぶ",Tie materials together with a string
18,しゃがむ,しゃがむ,,Squat,,,
19,調整（する）,ちょうせい（する）,,Adjustment (Adjust),,,
20,閉じる,とじる,,Close,,,
No.,Word/Phrase,How to read (Hiragana),,Translation,Note,Example,
1,取り出す,とりだす,,Take out,,,
2,戻す,もどす,,Put back,,"つか               こ   う   ぐ         も と         ば  し   ょ         も ど
使った工具は元の場所に戻す",Put tools back to the original place after using them
3,仕上げる,しあげる,,Finish,,,
4,折れる,おれる,,Break,,"く ぎ           お
釘が折れる",A nail breaks
5,欠ける,かける,,Chip,,"ま る                        は             か
丸のこの刃が欠ける",The circular saw blade chips
6,近づく,ちかづく,,Get close,,"さぎょ うち ゅう        じ ゅ う き        ち か
作業中の重機に近づかない",Do not get close to heavy machinery in operation
7,電源を入れる,でんげんをいれる,,Turn on the power,,,
8,電源を落とす,でんげんをおとす,,Turn off the power,,,
9,スイッチを切る,すいっちをきる,,Switch off,,,
10,固定（する）,こてい（する）,,Fixing (Fix),,,
11,ゆるめる,ゆるめる,,Loosen,,ボルトをゆるめる,Loosen bolts
12,伸ばす,のばす,,Stretch,,,
13,外す,はずす,,Remove,,"あ ん ぜん                             は ず
安全カバーを外す",Remove the safety cover
14,曲げる,まげる,,Bend,,"て っ き ん          ま
鉄筋を曲げる",Bend rebar
15,出す,だす,,Put out,,,
16,乾かす,かわかす,,Dry,,,
17,数える,かぞえる,,Count,,,
18,運ぶ,はこぶ,,Carry,,,
19,積む,つむ,,Load,,"ざいりょう                                                               つ
材料をくずれないように積む",Load materials in a way to prevent shifting
20,下ろす,おろす,,Unload,,"に  だ  い                に  も  つ          お
トラックの荷台から荷物を下ろす",Unload from the truck bed
21,離れる,はなれる,,Go away,,,
No.,Word/Phrase,How to read (Hiragana),Translation,,,,
1,位置,いち,Position,,,,
2,寸法,すんぽう,Dimensions,,,,
3,測定（する）,そくてい（する）,Measurement (Measure),,,,
4,計測（する）,けいそく（する）,Measurement (Measure),,,,
5,計測器,けいそくき,Measuring instrument,,,,
6,温度,おんど,Temperature,,,,
7,高さ,たかさ,Height,,,,
8,長さ,ながさ,Length,,,,
9,重さ,おもさ,Weight,,,,
10,厚さ,あつさ,Thickness,,,,
11,硬さ,かたさ,Hardness,,,,
12,深さ,ふかさ,Depth,,,,
13,表面,ひょうめん,Surface,,,,
14,すきま,すきま,Clearance,,,,
15,中心,ちゅうしん,Center,,,,
No.,Word/Phrase,How to read (Hiragana),Translation,,,,
16,値,あたい,Value,,,,
17,安定（する）,あんてい（する）,Stable (Stabilize),,,,
18,大きさ,おおきさ,Size,,,,
19,数,かず,Number,,,,
20,誤差,ごさ,Error,,,,
21,中,なか,Inside,,,,
22,反対,はんたい,Opposite,,,,
23,周り,まわり,Circumference,,,,
24,尺,しゃく,Shaku (unit of length),,,,
25,青,あお,Blue,,,,
26,赤,あか,Red,,,,
27,白,しろ,White,,,,
28,黄色,きいろ,Yellow,,,,
"げんば                          こと             ひょうげん
１． 現場によって異なる表現
にほん                    ちほう                               おな      いみ                   こと             ひょうげん                                                               ほうげん           い                        たと             した                        れい                                              ぎもん           おも
日本では、地方によって、同じ意味でも異なる表現をすることがあります。「方言」と言います。例えば下のような例がありますので、疑問に思うことがあった
いっしょ         はたら  ひと       たず
ら、一緒に働く人に尋ねてみましょう。
1. Different expressions in different places
In Japan, people sometimes use different expressions to mean the same thing depending on the region. It is called a ""Dialect."" Some examples are shown below. If you have any questions, please ask your workmates.",,,,,,,
No.,Word/Phrase,How to read (Hiragana),Translation,,,,
1,片づける,かたづける,Put away,,,,
2,捨てる,すてる,Dispose,,,,
3,掃く,はく,Sweep,,,,
4,持ち上げる,もちあげる,Lift up,,,,
5,束ねる,たばねる,Bundle,,,,
6,足をくじく,あしをくじく,Sprain a leg,,,,
"げんば                          こと             ひょうげん
2． 現場によって異なる表現
けんせつげんば           つか     どうぐ               ちほう        ねんだい       かいしゃ                            おな                              ちが     よ          かた                                                            たと             した                        れい                                 みな                  げんば          つか     ひょ
建設現場で使う道具は、地方、年代や会社によって、同じものでも違う呼び方をすることがあります。例えば下のような例があります。皆さんの現場で使う表
うげん                          おぼ                           べんり
現をメモして覚えておくと便利です。
2. Different expressions at different worksites
Same tools used at construction sites are sometimes called in different ways depending on the region, age, or company. The below shows some examples. It is advisable to take note and remember the expressions used at your worksite.",,,,,,,
No.,Word/Phrase,How to read (Hiragana),Translation,,,,
1,一輪車,いちりんしゃ,Unicycle,,,,
2,支柱,しちゅう,Post,,,,
3,ショベル,しょべる,Shovel,,,,
4,かけや,かけや,Wooden mallet,,,,
"けんせつげんば         どくとく          ひょうげん
3． 建設現場の独特な表現
けんせつげんば           いちばんたいせつ                    あんぜん                                            きけん           とき                                    きけん                                                   こうどう                         とき           おおごえ        こえ                                              きび          ど  な
建設現場で一番大切なのは安全です。そのため、危険な時や、あなたが危険につながりそうな行動をとった時は、大声で声をかけられたり、厳しく怒鳴られ
いっしょ         はたら  ひと                   あんぜん       まも                          ことば                                                                                                        けっ                                    ばとう
ることがあります。それらはあなたや、あなたと一緒に働く人たちの安全を守るための言葉です。びっくりするかもしれませんが、決してあなたを罵倒するため
ことば                                                  あんぜん       こころがけ              じこ              お                                     ちゅうい                               ひじょうじたい                   きんきゅうせい       たか       ばあい             とく        ひょうげん      みじ     つよ                                  おお
の言葉ではありません。安全に心掛けて、事故を起こさないよう注意しましょう。非常事態など緊急性が高い場合は、特に表現が短く強くなる                                                                                                                               ことが多いで
す。
3. Unique expressions of construction sites
The most important thing at a construction site is safety. Therefore, if you are in danger or take an action that might lead to danger, people may shout or yell at you harshly. They are words to protect the safety of you and those who work with you. You may be shocked, but it is not a word to abuse you. Please ensure safety and do not cause any accidents. If the situation is urgent such as in an emergency, the expressions are often short and strong.",,,,,,,
表現,,,Translation,,,,
ぼんやりするな！ケガするぞ。,,,Don't be absent-minded! You'll hurt yourself.,,,,
"あぶ
ばかやろう！危ない！",,,You idiot! Watch out!,,,,
"なに                                        あぶ                           もど
何やってんだ。危ないぞ。戻れ！",,,What are you doing? It's dangerous. Get back here!,,,,
"もど
いいから、戻ってこい！",,,Just get back!,,,,
"かって              なか         はい
勝手に中に入るな！",,,Don't go in there without asking!,,,,
"しつもん     かくにん
4．質問・確認することの大切さ
さぎょう         まえ       かなら    しつもん                かくにん                                                                                さぎょう                       じこ               お               かのうせい            たか                                         きけん                    に
わからないことがあったら、作業の前に必ず質問して、確認してください。わからないまま作業すると、事故が起きる可能性が高くなって、と                                                                                                                               ても危険です。日
ほん       しょくば                あんぜん       かん            しつもん                                   は                                                                                   せっきょくてき        しつもん                あんぜん       さぎょう
本の職場では安全に関する質問をすることは恥ずかしいことではありません。積極的に質問して、安全に作業しましょう。
4. Importance of asking questions and confirming
If you have any questions, please make sure to ask and confirm before the work. If you work without understanding, the possibility of accidents increases, which is very dangerous. There is no shame in asking questions about safety at work in Japan. Ask questions without reservation and work safely.",,,,,,,
表現,,,Translation,,,,
どうしてですか。,,,Why?,,,,
これでいいですか。,,,Is this all right?,,,,
"いちど              ねが
すみません。もう一度お願いします。",,,Excuse me. Can you show me again?,,,,
"つか                                             いちど       おし
これはどうやって使いますか。もう一度教えてください。",,,How do you use this? Please tell me again.,,,,
"まる
すみません。「丸のこ」ってどれですか。",,,Excuse me. Which one is a circular saw?,,,,
"いみ
「ケレンがけ」ってどういう意味ですか。",,,"What does ""kerengake"" mean?",,,,
