"だ い       か       き     そ
第1課基礎30",Unnamed: 2,Unnamed: 8,Unnamed: 10,Unnamed: 11,Unnamed: 17,Unnamed: 26,Unnamed: 33
18,はらみ,はらみ,,包藏、凸起、弯曲,,"だ  せ  つ ちゅう       か た わ く
コンクリート打設中に型枠のはらみを
か く に ん
確認する",在浇注混凝土时确认模框是否弯曲
19,前面,まえつら,,前面、正面,,"ま え つ ら       そ ろ
前面を揃える",抹平正面
20,養生,ようじょう,,保养、固化,,"だ  せ  つ   ご         ようじょう
コンクリート打設後に養生をおこなう",浇注混凝土之后进行固化
No.,词汇,读音 （假名）,,中文词意,注解,例句,
21,レベル,れべる,,水平,,"そくりょう
レベルを測量する",测量水平度
22,割付,わりつけ,,分配、分割,,"か た わ く         わ          つ
型枠を割り付ける",分割模框
23,埋め込み金物,うめこみかなもの,,预埋五金,,"か た わ く                                                  う            こ          か な もの
型枠にはあらかじめ埋め込み金物を
と          つ
取り付ける",在模框中事先安装预埋五金
24,解体する（バラス）,かいたいする（ばらす）,,解体,,"か た わ く       かいたい
型枠を解体する（バラス）",框解体
25,かぶり寸法,かぶりすんぽう,,涂面白变尺寸、保护层尺寸,,"て っ き ん       か た わ く                             す ん ぽ う        か く に ん
鉄筋と型枠のかぶり寸法を確認する",确认钢筋和模框的保护层尺寸
No.,词汇,读音 （假名）,,中文词意,注解,例句,
1,異形棒鋼,いけいぼうこう,,异形条钢,在日本常使用的普通钢筋,"い  け  い ぼ う こ う       も ち
異形棒鋼を用いる",使用异形条钢
2,結束線,けっそくせん,,多股胶合线、绑扎丝、捆结线,,"け っ そ く せん        て っ き ん       し ば
結束線で鉄筋を縛る",用绑扎丝捆绑钢筋
3,結束工具,けっそくこうぐ,,捆扎工具,日语也称“ハッカー”。,"け っ そ く  こ   う   ぐ        も ち              て っ き ん       し ば
結束工具を用いて鉄筋を縛る",使用捆扎工具捆绑钢筋
4,鉄筋切断機,てっきんせつだんき,,钢筋切割机,,"て っ き ん せ  つ  だ  ん  き         て っ き ん       せつだん
鉄筋切断機で鉄筋を切断する",使用钢筋切割机切割钢筋
5,鉄筋曲げ加工機,てっきんまげかこうき,,钢筋弯曲加工机,,"て っ き ん   ま           か  こ  う    き          て っ き ん         ま
鉄筋曲げ加工機で鉄筋を曲げる",使用钢筋弯曲加工机弯曲钢筋
6,フック,ふっく,,钩,,"て っ き ん た  ん  ぶ
鉄筋端部にフックをつける",在钢筋顶部安装钩子
7,保護帽（ヘルメット）,ほごぼう（へるめっと）,,安全帽,,"ほ     ご   ぼ う                             さ ぎ ょ う          と           か
保護帽をかぶり作業に取り掛かる",戴上安全帽作业
8,アンカー,あんかー,,锚固,插筋锚固简称“锚固”。有时也称 “插筋”。,"せ  っ  ち
アンカーを設置する",设置锚固
9,加工場,かこうば,,加工场地,,"げ  ん  ば はんにゅうまえ        か  こ  う   ば           て っ き ん         か  こ  う
現場搬入前に加工場で鉄筋を加工
する",在运至工地之前，先在加工场地加工钢筋
10,スペーサ―,すぺーさー,,横梁肋支架、调距模板,,"て っ き ん                             あ つ              た も
鉄筋のかぶり厚さを保つためスペー
つか
サーを使う",用横梁肋支架维持钢筋的保护层厚度
No.,词汇,读音 （假名）,,中文词意,注解,例句,
11,ドーナツ,どーなつ,,间隔圈,,"かべ        て っ き ん                      あ つ                                                つか
壁の鉄筋かぶり厚さはドーナツを使う",使用间隔圈维持墙壁的钢筋保护层厚度
12,加工配筋図,かこうはいきんず,,加工配筋图,,"か  こ  う は い き ん   ず   ど お              く  み  た
加工配筋図通りに組立てる",按照加工配筋图组装
13,配筋詳細図,はいきんしょうさいず,,配筋详细图,,"は い き んしょうさい  ず   ど お             く み   た
配筋詳細図通りに組立てる",按照配筋详细图组装
14,開口補強筋,かいこうほきょうきん,,开口加固筋,,"ま ど か い こ う   ぶ          か い こ う ほ き ょ う き ん       ぐ み   た
窓開口部は開口補強筋を組立てる",窗户开口部需安装开口加固筋
15,幅止め筋,はばどめきん,,宽固定筋,,"はば   ど          き ん         と          つ
幅止め筋を取り付ける",安装宽固定筋
16,差筋,さしきん,,插筋,,"さ し き ん
コンクリートに差筋をする",在混凝土中安插插筋
17,柱主筋,はしらしゅきん,,柱主筋,,"はしらしゅきん       ぐ み   た
柱主筋を組立てる",安装柱主筋
18,柱配筋,はしらはいきん,,柱配筋,,"はしらはいきん         ず   めん        か く に ん
柱配筋を図面で確認する",在图纸上确认柱配筋
19,スラブ筋,すらぶきん,,板筋,,"き ん        し ょ て い                                   く  み  た
スラブ筋を所定のピッチで組立てる",按照规定的间距组装板筋
20,ベース筋,べーすきん,,基础筋,,"き ん        く  み  た
ベース筋を組立てる",安装基础筋
No.,词汇,读音 （假名）,,中文词意,注解,例句,
21,帯筋（フープ）,おびきん（ふーぷ）,,柱箍筋,,"おびき ん        く  み  た
帯筋を組立てる",安装柱箍筋
22,下端筋,したばきん,,下端筋,,"し  た  ば き ん        く  み  た
下端筋を組立てる",安装下端筋
23,上端筋,うわばきん,,上端筋,,"う  わ  ば き ん        く  み  た
上端筋を組立てる",安装上端筋
24,主筋,しゅきん,,主筋,,"し ゅ き ん        く  み  た
主筋を組立てる",安装主筋
25,あばら筋,あばらきん,,梁箍筋,,"き ん        く  み  た
あばら筋を組立てる",安装梁箍筋
No.,词汇,读音 （假名）,,中文词意,注解,例句,
1,はかま筋,はかまきん,,裤裙筋,,"き ん        く  み  た
はかま筋を組立てる",安装裤裙筋
2,縦筋,たてきん,,竖筋,,"た て き ん        く  み  た
縦筋を組立てる",安装竖筋
3,下筋,したきん,,下筋,,"し た き ん        く  み  た
下筋を組立てる",安装下筋
4,横筋,よこきん,,横筋,,"よ こ き ん        く  み  た
横筋を組立てる",安装横筋
5,腹筋,はらきん,,腹筋,,"は ら き ん        く  み  た
腹筋を組立てる",安装腹筋
6,配力筋,はいりょくきん,,受力筋,,"はいりょくきん        く  み  た
配力筋を組立てる",安装受力筋
7,上筋,うわきん,,上筋,,"う わ き ん        く  み  た
上筋を組立てる",安装上筋
8,スパイラル筋,すぱいらるきん,,螺纹钢筋,,"き ん        た い し んへ き          と           つ
スパイラル筋を耐震壁に取り付ける",在耐震墙上安装螺纹钢筋
9,鉄筋径,てっきんけい,,钢筋直径,,"て っ き ん け い        せ っ け い  と   し   ょ         と お
鉄筋径は設計図書の通りである",钢筋直径需与设计图一致
10,かぶり厚さ,かぶりあつさ,,保护层厚度,,"あ つ              か く に ん
かぶり厚さを確認する",确认保护层厚度
No.,词汇,读音 （假名）,,中文词意,注解,例句,
11,角度,かくど,,角度,,"か  く  ど        か く に ん
角度を確認する",确认角度
12,シングル,しんぐる,,单,,"て っ き ん                                   は い き ん         く  み  た
鉄筋はシングル配筋で組立てる",以单配筋安装钢筋
13,ダブル,だぶる,,双,,"は い き ん
スラブはダブル配筋とする",板筋为双配筋
14,千鳥結束,ちどりけっそく,,交错连结,,"て っ き ん        ち   ど  り  け っ そ く
鉄筋は千鳥結束する",钢筋需交错连结
15,切断寸法,せつだんすんぽう,,切割尺寸,,"せつだんす ん ぽ う        て っ き ん       せつだん
切断寸法で鉄筋を切断する",按照规定的尺寸切割
16,加工寸法,かこうすんぽう,,加工尺寸,,"か  こ  う  す ん ぽ うど お             て っ き ん        か  こ  う
加工寸法通りに鉄筋を加工する",按照规定的尺寸加工钢筋
17,重ね継手,かさねつぎて,,搭接焊接头,,"て っ き ん  ど  う  し         か さ         つ  ぎ  て
鉄筋同士は重ね継手とする",以搭接焊接头连接钢筋
18,圧接継手,あっせつつぎて,,加压焊接接头,,"て っ き ん  ど  う  し        あ っ せ つ つ  ぎ  て
鉄筋同士は圧接継手とする",以加压焊接接头连接钢筋
19,開口部,かいこうぶ,,开口部,,"か  い  こ  う  ぶ               か い こ う ほ き ょ う き ん         と          つ
開口部には開口補強筋を取り付ける",开口部需安装开口加固筋
20,溶接金網,ようせつかなあみ,,焊接钢丝网,,"ど     ま   は い き ん        よ う せ つ かなあみ        し  よ   う
土間配筋は溶接金網を使用する",地面配筋使用焊接钢丝网
No.,词汇,读音 （假名）,,中文词意,注解,例句,
21,搬出,はんしゅつ,,搬出,,"の こ              て っ き ん        げ  ん  ば              はんしゅつ
残った鉄筋を現場から搬出する",将剩余的钢筋搬出工地
22,搬入,はんにゅう,,搬入,,"て っ き ん        げ  ん  ば        はんにゅう
鉄筋を現場に搬入する",将钢筋搬入工地
23,基礎,きそ,,基础,,"き     そ          は い き ん
基礎の配筋をおこなう",进行基础配筋
24,機械式継手,きかいしきつぎて,,机械式接头,,"て っ き ん  ど  う  し         き  か  い  し  き  つ  ぎ  て
鉄筋同士は機械式継手とする",以机械式接头连接钢筋
25,配筋検査,はいきんけんさ,,配筋检查,,"せ っ け い か ん り し ゃ                    は い き ん け  ん  さ         ご う か く
設計監理者による配筋検査に合格す
る",设计监理人配筋检查合格
No.,词汇,读音 （假名）,,中文词意,注解,例句,
1,トラクタ,とらくた,,拖拉机、牵引车,拖拉机上加装作业装置（附属装置）的叫做推土机、挖掘机等。,,
2,ブルドーザ,ぶるどーざ,,推土机,拖拉机上加装推土机刮板的工程机械,,
3,トラクタショベル,とらくたしょべる,,挖掘机,拖拉机上加装铲斗的工程机械。有履带式和轮胎式,,
4,ホイルローダ,ほいるろーだ,,轮式装载机,轮胎式挖掘机（四轮驱动）,,
5,ダンプトラック,だんぷとらっく,,自动装卸卡车,,,
6,油圧ショベル,ゆあつしょべる,,液压挖掘机,可装换作业装置（附属装置）进行各种作业的铲斗,,
7,バックホウ,ばっくほう,,反向铲,液压挖掘机中最常见的一种，用于挖掘地下部分,,
8,ローディングショベル,ろーでぃんぐしょべる,,装载机铲斗,液压挖掘机的一种，用于装载地面上的砂土、岩石等,,
9,ローラ,ろーら,,压路机,,,
10,バケット,ばけっと,,铲斗,,,
No.,词汇,读音 （假名）,,中文词意,注解,例句,
11,ブーム,ぶーむ,,吊杆,,,
12,アーム,あーむ,,起重臂,,,
13,ブレード（排土板）,ぶれーど（はいどばん）,,推土机刮板,,,
14,タイヤ,たいや,,轮胎,,,
15,クローラ,くろーら,,履带,,,
16,キー（鍵）,きー（かぎ）,,钥匙,,"く る ま   か ぎ
車の鍵",汽车钥匙
17,"作業装置
（アタッチメント）","さぎょうそうち
（あたっちめんと）",,作业装置（附属装置）,,,
18,エンジン,えんじん,,发动机,,"き
エンジンをかける、エンジンを切る",启动发动机、关闭发动机
19,ディーゼルエンジン,でぃーぜるえんじん,,柴油发动机,,,
20,エンジンオイル,えんじんおいる,,机油,,,
No.,词汇,读音 （假名）,,中文词意,注解,例句,
21,"オルタネータ
（充電発電機）","おるたねーた
（じゅうでんはつでんき）",,交流发电机,,,
22,バッテリ,ばってり,,蓄电池,,,
23,燃料,ねんりょう,,燃料,,,
24,軽油,けいゆ,,汽油、轻油,,,
25,ブレーキ,ぶれーき,,刹车,,"ふ
ブレーキを踏む",踩刹车
No.,词汇,读音 （假名）,,中文词意,注解,例句,
1,油圧シリンダ,ゆあつしりんだ,,液压缸,,,
2,油圧モータ,ゆあつもーた,,液压马达,,,
3,油圧ポンプ,ゆあつぽんぷ,,液压泵,,,
4,水漏れ,みずもれ,,漏水,,,
5,油漏れ,あぶらもれ,,漏油,,,
6,冷却水,れいきゃくすい,,冷却水,,,
7,ブレーキ液,ぶれーきえき,,制动液、刹车油,,,
8,燃料タンク,ねんりょうたんく,,燃料罐,,,
9,ファンベルト,ふぁんべると,,风扇皮带,,,
10,空気圧,くうきあつ,,气压,,,
11,クラッチ,くらっち,,离合器,,,
12,急発進,きゅうはっしん,,猛启动,,,
13,急ブレーキ,きゅうぶれーき,,急刹车,,,
No.,词汇,读音 （假名）,,中文词意,注解,例句,
14,アイドリング,あいどりんぐ,,怠速运转,,"て  い  し
エンジンを停止するときはアイドリング
と
したあとに止める",关闭发动机需在怠速运转后熄火
15,走行,そうこう,,行驶,,,
16,旋回,せんかい,,旋转、回转,,,
17,安全ロック,あんぜんろっく,,安全锁止,,,
18,安全支柱,あんぜんしちゅう,,安全支柱,,,
19,補給（する）,ほきゅう（する）,,补充、补给,,"ねんりょう       ほ き ゅ う
エンジンをかけたまま燃料を補給し                               て
はいけない",加油时必须关闭发动机
20,駐車（する）,ちゅうしゃ（する）,,停车,,,
21,歩行者,ほこうしゃ,,行人,,,
22,車両,しゃりょう,,车辆,,,
23,死角,しかく,,死角,看不见的角度,,
24,斜面,しゃめん,,坡,,"や ま   の   し ゃ め ん       の ぼ
山の斜面を上る",上山坡
25,転圧（する）,てんあつ（する）,,碾压,,"て ん あ つ さ ぎ ょ う
ローラで転圧作業をする",用滚轮进行碾压作业
No.,词汇,读音 （假名）,,中文词意,注解,例句,
1,接触（する）,せっしょく（する）,,碰撞,,"じ ゅ う き        せっしょく
重機に接触してけがをする",被工程机械碰伤
2,作動（する）,さどう（する）,,启动、运作,,"か  さ  い  ほ   う  ち    き            さ  ど   う
火災報知器が作動する",火灾报警器启动
3,整備（する）,せいび（する）,,维护,,"しゃりょう         せ  い  び
車両の整備をする",车辆维护
4,点検（する）,てんけん（する）,,检查,,"さ ぎ ょ う ま え         こ   う   ぐ        て ん け ん
作業前に工具を点検する",在作业之前检查工具
5,動かす,うごかす,,运作、操作,,"き  か  い        う ご
機械を動かす",机械运作
6,運転（する）,うんてん（する）,,驾驶、操作,,"け ん せつ き  か  い        う ん て ん
建設機械を運転する",操作工程机械
7,測る,はかる,,测量,,"て っ き ん        なが              は か
鉄筋の長さを測る",测量钢筋的长度
8,操作（する）,そうさ（する）,,操作,,"き  か  い         そ   う   さ
機械を操作する",操作机械
9,停止（する）,ていし（する）,,停止,,,
10,切る,きる,,关闭、切割,,"き              て っ き ん          き
エンジンを切る、鉄筋を切る",关闭发动机、切割钢筋
11,回す,まわす,,转,,,
12,押す,おす,,按,,,
13,集める,あつめる,,收集,,,
14,触る,さわる,,触碰,,,
15,縛る,しばる,,束缚、捆绑,,,
16,揃える,そろえる,,对齐、使……整齐,,"て っ き ん        なが              そ ろ
鉄筋の長さを揃える",使钢筋长度一样
17,結ぶ,むすぶ,,捆绑、连接、系,,"ざいりょう                                                       む す
材料をまとめてひもで結ぶ",用绳子捆绑材料
18,しゃがむ,しゃがむ,,蹲,,,
19,調整（する）,ちょうせい（する）,,调整,,,
20,閉じる,とじる,,关、关闭,,,
No.,词汇,读音 （假名）,,中文词意,注解,例句,
1,取り出す,とりだす,,取出,,,
2,戻す,もどす,,放回,,"つか               こ   う   ぐ         も と         ば  し   ょ         も ど
使った工具は元の場所に戻す",工具用完后放回原处
3,仕上げる,しあげる,,做完,,,
4,折れる,おれる,,折断,,"く ぎ           お
釘が折れる",钉子折断
5,欠ける,かける,,欠缺、有缺口,,"ま る                        は             か
丸のこの刃が欠ける",圆盘锯的刀刃有缺口
6,近づく,ちかづく,,靠近,,"さぎょ うち ゅう        じ ゅ う き        ち か
作業中の重機に近づかない",不能靠近正在运作的工程机械
7,電源を入れる,でんげんをいれる,,打开电源,,,
8,電源を落とす,でんげんをおとす,,关闭电源,,,
9,スイッチを切る,すいっちをきる,,关闭开关,,,
10,固定（する）,こてい（する）,,固定,,,
11,ゆるめる,ゆるめる,,拧松,,ボルトをゆるめる,拧松螺栓
12,伸ばす,のばす,,延展,,,
13,外す,はずす,,取下,,"あ ん ぜん                             は ず
安全カバーを外す",取下安全罩
14,曲げる,まげる,,弯曲,,,
15,出す,だす,,取出、拿出,,"て っ き ん          ま
鉄筋を曲げる",弯曲钢筋
16,乾かす,かわかす,,干燥,,,
17,数える,かぞえる,,数,,,
18,運ぶ,はこぶ,,搬、搬运,,,
19,積む,つむ,,装货,,"ざいりょう                                                               つ
材料をくずれないように積む",装好货物，不要让它掉下来
20,下ろす,おろす,,卸货,,"に  だ  い                に  も  つ          お
トラックの荷台から荷物を下ろす",从卡车上卸货
21,離れる,はなれる,,离开,,,
No.,词汇,读音 （假名）,中文词意,,,,
1,位置,いち,位置,,,,
2,寸法,すんぽう,尺寸,,,,
3,測定（する）,そくてい（する）,测量,,,,
4,計測（する）,けいそく（する）,计测,,,,
5,計測器,けいそくき,计测器,,,,
6,温度,おんど,温度,,,,
7,高さ,たかさ,高度,,,,
8,長さ,ながさ,长度,,,,
9,重さ,おもさ,重量,,,,
10,厚さ,あつさ,厚度,,,,
11,硬さ,かたさ,硬度,,,,
12,深さ,ふかさ,深度,,,,
13,表面,ひょうめん,表面,,,,
14,すきま,すきま,间隙,,,,
15,中心,ちゅうしん,中心,,,,
No.,词汇,读音 （假名）,中文词意,,,,
16,値,あたい,值,,,,
17,安定（する）,あんてい（する）,稳定,,,,
18,大きさ,おおきさ,大小,,,,
19,数,かず,数量,,,,
20,誤差,ごさ,误差,,,,
21,中,なか,里面,,,,
22,反対,はんたい,反面,,,,
23,周り,まわり,周围,,,,
24,尺,しゃく,尺,,,,
25,青,あお,蓝,,,,
26,赤,あか,红,,,,
27,白,しろ,白,,,,
28,黄色,きいろ,黄色,,,,
"げんば                          こと             ひょうげん
１． 現場によって異なる表現
にほん                    ちほう                               おな      いみ                   こと             ひょうげん                                                               ほうげん           い                        たと             した                        れい                                              ぎもん           おも
日本では、地方によって、同じ意味でも異なる表現をすることがあります。「方言」と言います。例えば下のような例がありますので、疑問に思うことがあった
いっしょ         はたら  ひと       たず
ら、一緒に働く人に尋ねてみましょう。
1. 表达方式因地方而异
在日本，有些表达方式会因地方不同而异，这叫“方言”。例如以下所举的例子。如果你有任何疑问，可以请教一起工作的人。",,,,,,,
No.,词汇,读音 （假名）,中文词意,,,,
1,片づける,かたづける,收拾,,,,
2,捨てる,すてる,扔掉,,,,
3,掃く,はく,扫,,,,
4,持ち上げる,もちあげる,举起来,,,,
5,束ねる,たばねる,捆在一起,,,,
6,足をくじく,あしをくじく,脚扭伤,,,,
"げんば                          こと             ひょうげん
2． 現場によって異なる表現
けんせつげんば           つか     どうぐ               ちほう        ねんだい       かいしゃ                            おな                              ちが     よ          かた                                                            たと             した                        れい                                 みな                  げんば          つか     ひょ
建設現場で使う道具は、地方、年代や会社によって、同じものでも違う呼び方をすることがあります。例えば下のような例があります。皆さんの現場で使う表
うげん                          おぼ                           べんり
現をメモして覚えておくと便利です。
2. 表达方式因地方而异
建筑工地使用的工具名称有时会因地方、年龄和公司不同而异。例如以下所举的例子。你可以在笔记本上记下在工地上使用的工具的表达方式。",,,,,,,
No.,词汇,读音（假名）,中文词意,,,,
1,一輪車,いちりんしゃ,单轮车,,,,
2,支柱,しちゅう,支柱,,,,
3,ショベル,しょべる,铲斗、铲子,,,,
4,かけや,かけや,大木锤,,,,
"けんせつげんば         どくとく          ひょうげん
3． 建設現場の独特な表現
けんせつげんば           いちばんたいせつ                    あんぜん                                            きけん           とき                                    きけん                                                   こうどう                         とき           おおごえ        こえ                                              きび          ど  な
建設現場で一番大切なのは安全です。そのため、危険な時や、あなたが危険につながりそうな行動をとった時は、大声で声をかけられたり、厳しく怒鳴られ
いっしょ         はたら  ひと                   あんぜん       まも                          ことば                                                                                                        けっ                                    ばとう
ることがあります。それらはあなたや、あなたと一緒に働く人たちの安全を守るための言葉です。びっくりするかもしれませんが、決してあなたを罵倒するため
ことば                                                  あんぜん       こころがけ              じこ              お                                     ちゅうい                               ひじょうじたい                   きんきゅうせい       たか       ばあい             とく        ひょうげん      みじ     つよ                                  おお
の言葉ではありません。安全に心掛けて、事故を起こさないよう注意しましょう。非常事態など緊急性が高い場合は、特に表現が短く強くなる                                                                                                                               ことが多いで
す。
3. 建筑工地独特的表达方式
建筑工地安全是头等大事。因此，当发生危险事态，或你的行为可能造成危险时，在场的人会大声喊叫、或严厉斥喝。这是为了保护你和周围一起工作的人的安全。你或许会感到吃惊，但这决不是在斥骂你。请务必注意安全，不要造成事故。尤其是当发生紧急事态等的情况下，语言会变得更加短促、口气也会更强。",,,,,,,
表达方式,,,Translation,,,,
ぼんやりするな！ケガするぞ。,,,别发呆！小心受伤。,,,,
"あぶ
ばかやろう！危ない！",,,混账！危险！,,,,
"なに                                        あぶ                           もど
何やってんだ。危ないぞ。戻れ！",,,不要命啦！危险！回来！,,,,
"もど
いいから、戻ってこい！",,,不用管，回来！,,,,
"かって              なか         はい
勝手に中に入るな！",,,不能随便进去！,,,,
"しつもん     かくにん
4．質問・確認することの大切さ
さぎょう         まえ       かなら    しつもん                かくにん                                                                                さぎょう                       じこ               お               かのうせい            たか                                         きけん                    に
わからないことがあったら、作業の前に必ず質問して、確認してください。わからないまま作業すると、事故が起きる可能性が高くなって、と                                                                                                                               ても危険です。日
ほん       しょくば                あんぜん       かん            しつもん                                   は                                                                                   せっきょくてき        しつもん                あんぜん       さぎょう
本の職場では安全に関する質問をすることは恥ずかしいことではありません。積極的に質問して、安全に作業しましょう。
4.提问和确认的重要性
遇到不明白的事情，一定要在作业之前问清楚。在不懂的情况下作业，很可能引发事故，十分危险。在日本的职场，询问有关安全方面的问题丝毫不可耻。请务必积极提问，做到安全作业。",,,,,,,
表达方式,,,Translation,,,,
どうしてですか。,,,为什么？,,,,
これでいいですか。,,,这样做行吗？,,,,
"いちど              ねが
すみません。もう一度お願いします。",,,对不起，请再说一遍。,,,,
"つか                                             いちど       おし
これはどうやって使いますか。もう一度教えてください。",,,这个怎么用。请您再教一遍。,,,,
"まる
すみません。「丸のこ」ってどれですか。",,,对不起，哪个是“圆盘锯”？,,,,
"いみ
「ケレンがけ」ってどういう意味ですか。",,,“KERENGAKE”是什么意思？,,,,
