"だ い       か       き     そ
第1課基礎30",Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 10,Unnamed: 17,Unnamed: 25
Pelajaran 14  Pekerjaan Perancah②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
10,作業半径,さぎょうはんけい,,Radius kerja,"Uang yang didapatkan oleh
pegawai swasta atau negeri pada saat pensiun, cacat, atau
meninggal.","じ ゅ う き さ ぎ ょ う         さ ぎ ょ う は ん け い          た           い               き ん
重機作業の作業半径に立ち入りを禁
し
止する",Dilarang masuk ke dalam radius kerja penggunaan alat berat.
11,仮ボルト,かりぼると,,Baut sementara,,"か り                            こ う ぞ う た い        か り         こ   て  い
仮ボルトで構造体を仮に固定する",Menyamaratakan permukaan.
12,手直し,てなおし,,Perbaikan,,"し  て  き                       ば  し  ょ         て  な  お
指摘された場所を手直しする",Memperbaiki tempat yang ditentukan dengan perancah.
13,面一,つらいち,,Samarata (Flush),,"つ ら い ち
面一にそろえる",Menyamaratakan permukaan.
14,点検事項,てんけんじこう,,Hal-hal yang harus dicek,,"し  よ   う               こ   う   ぐ        て ん け ん  じ   こ   う         も と                し
使用する工具は点検事項に基づき始
ぎょうま えて ん け ん
業前点検をおこなう",Melakukan pegecekan dengan alat sebelum memulai sesuai dengan poin-poin yang harus dicek.
15,積載荷重,せきさいかじゅう,,Beban muat,,"せ き さ い か じ ゅ う         こ
トラックの積載荷重を超えないよう                               に
つ            こ
積み込む",Memuat dengan tidak melampaui beban muat truk.
16,すき間,すきま,,Celah,,"ぼ う お ん                                         ま            あ
防音シートはすき間が空かないよう                               に
と          つ
取り付ける",Memasang lembaran kedap suara agar tidak ada celah terbuka.
17,通りを見る,とおりをみる,,Melihat cara,,"かたど お              ね  ぎ  り           で     き                              と お
やり方通りで根切が出来ているか通
りをみる",Melihat apakah akar dipotong sesuai dengan cara yang semestinya.
18,組立,くみたて,,Perakitan,,"あ  し  ば         く  み  た
足場を組立てる",Merakit perancah.
19,地組,じぐみ,,perakitan di permukaan tanah.,,"し た          じ   ぐ み              あ  し  ば                                          あ
下で地組した足場をクレーンで上げ
う え          と          つ
て上で取り付ける","Memasang perancah yang telah di rakit di permukaan tanah lalu dengan kren menaikkannya  ke
atas."
"だい       か
第14課 とび②",,,,,,,
Pelajaran 14  Pekerjaan Perancah②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
20,天端,てんば,,Permukaan atas.,"Atau disebut juga sebagai ""permukaan atas"".","て  ん  ば                            へいかつ
コンクリートの天端をコテで平滑に                               な
らす",Ratakan dengan pahat bagian permukaan atas beton.
21,玉掛け,たまかけ・たまがけ,,Penggantungan,,"ざいりょう         つ          あ                さ い        あんぜん          い     ち
材料を吊り上げる際は安全な位置に
た ま か け
玉掛けをおこなう",Ketika mengangkat material dilakukan dengan menggantungkannya pada posisi yang aman.
22,合図,あいず,,Aba-aba,,"じ ゅ う き さ ぎ ょ う        あ  い  ず                          あんぜん       おこな
重機作業は合図をもって安全に行う",Pekerjaan menggunakan alat berat dilakukan dengan aba-aba untuk keselamatan.
23,定格荷重,ていかくかじゅう,,Berat beban.,,"て い か く か じ ゅ う         こ                  つ                      さ ぎ ょ う
定格荷重を超えて吊りもの作業はお
こなわない",Pekerjaan mengangkat beban pun tidak boleh dilakukan melampaui berat beban.
24,たち,たち,,Ketegaklurusan,,"あ  し  ば  し  ち  ゅ  う                              み             すいちょくせい
足場支柱のたちを見る（垂直性＝た
ち）",Melihat ketegaklurusan prop perancah (vertikal = tegak lurus).
25,職長,しょくちょう,,Kepala regu kerja,,"あ  し  ば  く み た て        しょくちょう          し     じ          したが
足場組立は職長の指示に従う",Perakitan perancah mengikuti instruksi kepala regu kerja.
"だい       か   かたわく
第15課 型枠①",,,,,,,
Pelajaran 15   Cetakan ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
1,安全カバー,あんぜんかばー,,Tutup pengaman,Adalah penutup yang terpasang di gergaji listrik. Alat yang digunakan untuk mencegah kemungkinan terbangnya gergaji mengenai tubuh akibat reaksi dan sebagainya saat  penggunaan.,"あ  ん  ぜ ん                 し よ  う         じ こ         ふ  せ
安全カバーの使用で事故を防ぐ",Menghindari kecelakaan dengan menggunakan tutup pengaman.
2,安全帯,あんぜんたい,,Sabuk pengaman,,"あんぜんたい        あ  し  ば          と          つ
安全帯を足場に取り付ける",Memasang  sabuk pengaman pada perancah.
3,インサート,いんさーと,,Penyisipan,,"せ  っ  ち
インサートをコンクリートに設置す                               るた
か た わ く          う           こ
め、型枠に打ち込む",Menancapkan cetakan dengan memasang sisipan pada beton.
4,スペーサ,すぺーさ,,Batang jarak,,"か た わ く                                            と          つ
型枠にスペーサを取り付ける",Memasang batang jarak pada cetakan.
5,鉄筋,てっきん,,Tulang baja,,"て っ き ん       か た わ く         す  き  ま        ちょうせい
鉄筋と型枠の隙間を調整する",Menyesuaikan celah tulang baja dan cetakan.
6,電工ドラム（ドラム）,でんこうどらむ（どらむ）,,Teromol listrik,,"で ん こ う                                                                  さ           こ
電工ドラムのコンセントに差し込む",Mencolokkan steker termo listrik.
7,電動丸のこ（電のこ）,でんどうまるのこ（でんのこ）,,Gergaji listrik,,"で ん ど う ま る                                                         せつだん
電動丸のこでコンパネを切断する",Memotong triplek dengan gergaji listrik.
8,パッキン,ぱっきん,,Packing,,"し           こ
パッキンを敷き込む",Memasang bubuk isian.
9,小バール,しょうばーる,,Linggis kecil,,"しょう                               く ぎ          ぬ
小バールで釘を抜く",Mencabut paku dengan linggis kecil.
"だい       か   かたわく
第15課 型枠①",,,,,,,
Pelajaran 15   Cetakan ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
10,大バール,だいばーる,,Linggis besar,,"か た わく かい たい        だい                               し   よ   う
型枠解体に大バールを使用する",Membongkar cetakan menggunakan linggis besar.
11,化粧合板,けしょうごうはん,,Kayu lapis dekoratif,,"ひょうめん          う          はな         し     あ                                けしょうごうばん
表面は打ち放し仕上げのため化粧合
し   よ   う
板を使用する",Menggunakan kayu lapis dekoratif untuk menyelesaikan hasil akhir permukaan yang halus.
12,普通合板,ふつうごうはん,,Kayu lapis,,"はいめん          そ     じ     し     あ                                ふ  つ  う  ご う ば ん
背面は素地仕上げのため普通合板を
し  よ   う
使用する",Bagian belakang menggunakan kayu lapis sebagai penyelesaian dasar.
13,スタイロフォーム,すたいろふぉーむ,,Styrofoam,,"か た わ くな い          と          つ
スタイロフォームを型枠内に取り付け
る",Memasang styrofoam pada bagian dalam cetakan.
14,面木,めんぎ,,Paku atas,,"か た わ く        めん   ぎ           と          つ
型枠に面木を取り付ける",Memasang paku bagian atas di atap beton.
15,バイブレーター,ばいぶれーたー,,Vibrator,,"し          かた
バイブレーターでコンクリートを締め固
める",Memadatkan beton dengan vibrator.
16,剥離剤,はくりざい,,Bahan pelepasan,,"か た わ く                                      よ
コンクリートと型枠のはなれを良くする
は   く  り ざ い        し  よ   う
ために剥離剤を使用する",Untuk memisahkan betul beton dengan cetakan menggunakan bahan pelepasan.
17,けこみ板,けこみいた,,Undakan,,"い た         と          つ
けこみ板を取り付ける",Memasang undakan.
18,目地棒,めじぼう,,Sambungan pasang batu,,"か た わ く          め     じ   ぼ う         と          つ
型枠に目地棒を取り付ける",Memasang sambungan pasang batu.
"だい       か   かたわく
第15課 型枠①",,,,,,,
Pelajaran 15   Cetakan ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
19,コンクリート,こんくりーと,,Beton,,"か た わ く                                                  なが         こ
型枠にコンクリートを流し込む",Mengalirkan beton ke dalam katawaku.
20,コンベックス,こんべっくす,,Meteran (Convex),,"す ん ぽ う       はか
コンベックスで寸法を測る",Mengukur ukuran dengan konveks.
21,作業用手袋,さぎょうようてぶくろ,,Sarung tangan kerja,,"さ ぎ ょ う よ う て ぶ く ろ       も ち              か た わ く さ ぎ ょ う
作業用手袋を用いて型枠作業をおこ
なう",Melakukan pekerjaan cetakan menggunakan sarung tangan kerja.
22,差金,さしがね,,Mistar logam,,"さ し が ね        す ん ぽ う       はか
差金で寸法を測る",Mengukur ukuran dengan mistar logam.
23,水平器,すいへいき,,Alat sipat datar,,"すい へい   き          かたむ           ちょうせい      すい へい
水平器で傾きを調整し水平にする",Mendatarkan dengan alat sipat datar untuk penyesuaian kemiringan.
24,墨さし,すみさし,,Alat pengukur tempat tinta,,"す み                   す み
墨さしを墨つぼにつける",Memasang kuas tinta penanda.
25,墨つぼ,すみつぼ,,Tempat tinta,,"す み                    す み
墨さしを墨つぼにつける",Memasang tempat tinta penanda.
"だい       か   かたわく
第16課 型枠②",,,,,,,
Pelajaran 16   Cetakan②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
1,"丸セパレーター
（丸セパ）","まるせぱれーたー
（まるせぱ）",,Separator bulat,,"ま る                                                か た わ く        こ  て  い
丸セパレーターで型枠を固定する",Menguatkan cetakan dengan separator bulat.
2,天端釘,てんばくぎ,,Bilah yang dipasang pada sudut acuan,,"て ん        て ん   ば   く ぎ          う
コンクリート天に天端釘を打つ",Memasang bilah pada cetakan.
3,ケレン,けれん,,Pengerjaan muka,,"ひょうめん
コンパネの表面をけれんする",Melakukan pengerjaan muka pada permukaan setelah pelepasan cetakan.
4,型枠支保工,かたわくしほこう,,Penahan acuan,,"か  た  わ  く  し  ほ  こ  う         こ   う   じ        おこな
型枠支保工の工事を行う",Melakukan pekerjaan penahan acuan.
5,"基礎型枠
（メタルフォーム）","きそかたわく
（めたるふぉーむ）",,Acuan fondasi,,"き     そ   か た わ く        く  み  た
基礎型枠を組立てる",Merakit acuan fondasi
6,釘仕舞い,くぎしまい,,Marking/Penandaan,,"か た わ く                                   く ぎ   し     ま
型枠をばらして釘仕舞いをする",Membongkar cetakan dan memberi penandaan.
7,スラブ天端,すらぶてんば,,Puncak plat (Lantai),,"て ん   ば
スラブ天端をそろえる",Menyamaratakan puncak plat.
8,高さ（タッパ）,たかさ（たっぱ）,,Tinggi (Tinggi dalam istilah pembangunan),,"た か                                           は か
高さ（タッパ）を測る",Mengukur ketinggian.
9,建込み,たてこみ,,Membangun kerangka,,"か た わ く        た  て  こ
型枠を建込みする",Membangun kerangka cetakan.
10,通り,とおり,,Cara,"Uang yang didapatkan oleh pegawai swasta atau negeri pada saat pensiun, cacat, atau meninggal.","と お                よ
通りを良くする",Memperbaiki cara.
"だい       か   かたわく
第16課 型枠②",,,,,,,
Pelajaran 16   Cetakan②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
11,蹴上げ,けあげ,,Tinggi busur,Uang asuransi yang diberikan ketika kehilangan pekerjaan atau ketika memulai proses mencari pekerjaan baru.,"き                                  け     あ          す ん ぽ う         か た わ く        く  み  た
決められた蹴上げ寸法で型枠を組立
てる",Merakit cetakan dengan metode tinggi busur yang telah ditentukan.
12,蹴込み,けこみ,,Undakan,,"き                                け     こ          す ん ぽ う        か た わ く        く  み  た
決められた蹴込み寸法で型枠を組立
てる",Merakit cetakan dengan metode undakan yang telah ditentukan.
13,工具の手入れ,こうぐのていれ,,Perawatan alat perkakas,,"こ   う   ぐ           て     い
工具の手入れをおこたらない",Jangan tidak memperdulikanperawatan alat perkakas.
14,下げ振り,さげふり,,Pemberat,,"さ            ふ               すいちょく       か く に ん
下げ振りで垂直を確認する",Mengkonfirmasikan ketegaklurusan dengan pemberat.
15,地墨,じずみ,,Tinta,,"じ   ず み         あ                        か た わ く         と          つ
地墨に合わせて型枠を取り付ける",Memasang cetakan sesuai dengan tinta.
16,捨てコンクリート,すてこんくりーと,,Bagian lantai beton,,"す                                                      と          わ く        せ  っ  ち
捨てコンクリートの止め枠を設置す                               る",Memasang kerangka penghenti bagian lantai beton.
17,はね出し,はねだし,,Trap,"Kondisi dimana papan perancah sangat melewati batas disatu sisi dari bagian penopang. Bila naik menginjaknya tanpa sadar ada kemungkinan bisa jatuh, sangat berbahaya.","かべ                              だ                                   か た わ く        く  み  た
壁からはね出してスラブ型枠を組立て
る",Merakit kerangka plat dengan mengeluarkan trap dari tembok.
18,はらみ,はらみ,,Tonjolan,,"だ  せ  つ ちゅう       か た わ く
コンクリート打設中に型枠のはらみを
か く に ん
確認する",Mengkonfirmasikan tonjolan cetakkan pada penempatan beton.
19,前面,まえつら,,Muka depan,,"ま え つ ら       そ ろ
前面を揃える",Meratakan muka depan.
"だい       か   かたわく
第16課 型枠②",,,,,,,
Pelajaran 16   Cetakan②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
20,養生,ようじょう,,Pemantangan beton,,"だ  せ  つ   ご         ようじょう
コンクリート打設後に養生をおこなう","Melakukan pematangan beton
pada saat setelah penempatan beton."
21,レベル,れべる,,Permukaan,,"そくりょう
レベルを測量する",Melakukan survei permukaan.
22,割付,わりつけ,,Penempatan,,"か た わ く         わ          つ
型枠を割り付ける",Penempatan cetakan.
23,埋め込み金物,うめこみかなもの,,Logam benaman,,"か た わ く                                                  う            こ          か な もの
型枠にはあらかじめ埋め込み金物を
と          つ
取り付ける",Memasang logam benaman terlebih dahulu pada cetakan.
24,解体する（バラス）,かいたいする（ばらす）,,Membongkar (Mencabut),,"か た わ く       かいたい
型枠を解体する（バラス）",Membongkar cetakan.
25,かぶり寸法,かぶりすんぽう,,Ukuran ketebalan pelapisan,,"て っ き ん       か た わ く                             す ん ぽ う        か く に ん
鉄筋と型枠のかぶり寸法を確認する",Mengkonfirmasikan  ukuran ketebalan pelapisan beton bertulang dan cetakan.
"だい       か   てっきんせ こ う
第17課 鉄筋施工①",,,,,,,
Pelajaran 17  Pekerjaan Beton Bertulang ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
1,異形棒鋼,いけいぼうこう,,Besi beton berulir,Tulangan baja secara umum digunakan di Jepang.,"い  け  い ぼ う こ う       も ち
異形棒鋼を用いる",Menggunakan besi beton berulir.
2,結束線,けっそくせん,,Kawat pengikat,,"け っ そ く せん        て っ き ん       し ば
結束線で鉄筋を縛る",Mengikat tulangan besi dengan kawat pengikat.
3,結束工具,けっそくこうぐ,,Perkakas pengikat,"Atau disebut juga sebagai ""Hacker"".","け っ そ く  こ   う   ぐ        も ち              て っ き ん       し ば
結束工具を用いて鉄筋を縛る",Mengikat tulangan besi dengan perkakas pengikat.
4,鉄筋切断機,てっきんせつだんき,,Mesin pemotong tulangan baja,,"て っ き ん せ  つ  だ  ん  き         て っ き ん       せつだん
鉄筋切断機で鉄筋を切断する",Memotong tulangan besi dengan alat pemotong tulangan besi.
5,鉄筋曲げ加工機,てっきんまげかこうき,,Mesin pembengkok tulangan baja,,"て っ き ん   ま           か  こ  う    き          て っ き ん         ま
鉄筋曲げ加工機で鉄筋を曲げる",Membengkokkan tulangan besi dengan mesin pembengkok tulangan baja.
6,フック,ふっく,,Kait,,"て っ き ん た  ん  ぶ
鉄筋端部にフックをつける",Memasang kait pada bagian ujung tulangan besi.
7,保護帽（ヘルメット）,ほごぼう（へるめっと）,,Topi pelindung (helm),,"ほ     ご   ぼ う                             さ ぎ ょ う          と           か
保護帽をかぶり作業に取り掛かる",Melakukan pekerjaan menggunakan topi pelindung.
8,アンカー,あんかー,,Angkur,"""Batang sambungan disingkat sebagai angkur. Atau disebut sebagai""batang sambungan"".","せ  っ  ち
アンカーを設置する",Memasang  angkur.
9,加工場,かこうば,,Tempat pemrosesan,,"げ  ん  ば はんにゅうまえ        か  こ  う   ば           て っ き ん         か  こ  う
現場搬入前に加工場で鉄筋を加工
する","Pengerjaan tulangan besi di tempat pemrosesan sebelum pengangkutan ke dalam lokasi
konstruksi."
10,スペーサ―,すぺーさー,,Spacer,,"て っ き ん                             あ つ              た も
鉄筋のかぶり厚さを保つためスペー
つか
サーを使う",Untuk menjaga tebalnya ketebalan tulang baja digunakan spacer.
"だい       か   てっきんせ こ う
第17課 鉄筋施工①",,,,,,,
Pelajaran 17  Pekerjaan Beton Bertulang ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
11,ドーナツ,どーなつ,,Donut,,"かべ        て っ き ん                      あ つ                                                つか
壁の鉄筋かぶり厚さはドーナツを使う",Ketebalan pelapisan tulangan baja tembok menggunakan donut.
12,加工配筋図,かこうはいきんず,,Gambaran susunan tulangan,,"か  こ  う は い き ん   ず   ど お              く  み  た
加工配筋図通りに組立てる",Merakit  sesuai dengan gambaran susunan tulangan.
13,配筋詳細図,はいきんしょうさいず,,Gambar detil susunan tulangan,,"は い き んしょうさい  ず   ど お             く み   た
配筋詳細図通りに組立てる",Merakit sesuai dengan gambar detil susunan tulangan.
14,開口補強筋,かいこうほきょうきん,,Opening reinforcement (penguatan kerangka beton bagian berlubang),,"ま ど か い こ う   ぶ          か い こ う ほ き ょ う き ん       ぐ み   た
窓開口部は開口補強筋を組立てる",Bagian pintu pembukaan jendela adalah merakit opening reinforcement.
15,幅止め筋,はばどめきん,,Tulangan penahan lebar,,"はば   ど          き ん         と          つ
幅止め筋を取り付ける",Memasang tulangan penahan lebar.
16,差筋,さしきん,,Batang sambungan,,"さ し き ん
コンクリートに差筋をする",Memasang penyambungan pada beton.
17,柱主筋,はしらしゅきん,,Tulangan utama kolom,,"はしらしゅきん       ぐ み   た
柱主筋を組立てる",Merakit  tulangan utama kolom.
18,柱配筋,はしらはいきん,,Susunan tulangan kolom,,"はしらはいきん         ず   めん        か く に ん
柱配筋を図面で確認する",Mengkonfirmasikan gambar susunan tulangan kolom
19,スラブ筋,すらぶきん,,Penulangan pelat,,"き ん        し ょ て い                                   く  み  た
スラブ筋を所定のピッチで組立てる",Merakit penulangan pelat dengan jarak yang sudah ditentukan
20,ベース筋,べーすきん,,Tulangan bagian dasar,,"き ん        く  み  た
ベース筋を組立てる",Merakit tulangan bagian dasar
"だい       か   てっきんせ こ う
第17課 鉄筋施工①",,,,,,,
Pelajaran 17  Pekerjaan Beton Bertulang ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
21,帯筋（フープ）,おびきん（ふーぷ）,,Simpul tali,,"おびき ん        く  み  た
帯筋を組立てる",Merakit simpul tali.
22,下端筋,したばきん,,Tulangan ujung bawah,,"し  た  ば き ん        く  み  た
下端筋を組立てる",Merakit tulangan ujung bawah.
23,上端筋,うわばきん,,Penulangan bagian atas,,"う  わ  ば き ん        く  み  た
上端筋を組立てる",Merakit penulangan bagian atas.
24,主筋,しゅきん,,Tulangan utama,,"し ゅ き ん        く  み  た
主筋を組立てる",Merakit tulangan utama.
25,あばら筋,あばらきん,,Sengkang,,"き ん        く  み  た
あばら筋を組立てる",Merakit sengkang
"だい       か   てっきんせ こ う
第18課 鉄筋施工②",,,,,,,
Pelajaran 18   Pekerjaan Beton Bertulang ②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
1,はかま筋,はかまきん,,Tulangan penguat pondasi,,"き ん        く  み  た
はかま筋を組立てる",Merakit tulang penguat pondasi.
2,縦筋,たてきん,,Tulangan vertikal,,"た て き ん        く  み  た
縦筋を組立てる",Merakit tulangan vertikal.
3,下筋,したきん,,Tulangan bawah,,"し た き ん        く  み  た
下筋を組立てる",Merakit tulangan bawah.
4,横筋,よこきん,,Tulangan horizontal,,"よ こ き ん        く  み  た
横筋を組立てる",Merakit tulangan horizontal.
5,腹筋,はらきん,,Tulangan penguat sengkang,,"は ら き ん        く  み  た
腹筋を組立てる",Merakit tulangan penguat sengkang.
6,配力筋,はいりょくきん,,Tulangan pembagi,,"はいりょくきん        く  み  た
配力筋を組立てる",Merakit tulangan pembagi.
7,上筋,うわきん,,Tulangan atas,,"う わ き ん        く  み  た
上筋を組立てる",Merakit tulangan atas.
8,スパイラル筋,すぱいらるきん,,Tulangan spiral,,"き ん        た い し んへ き          と           つ
スパイラル筋を耐震壁に取り付ける",Memasang tulangan spiral dinding tahan gempa.
9,鉄筋径,てっきんけい,,Diameter tulangan baja,,"て っ き ん け い        せ っ け い  と   し   ょ         と お
鉄筋径は設計図書の通りである",Diameter tulangan baja sesuai dengan gambar rancangan.
10,かぶり厚さ,かぶりあつさ,,Ketebalan pelapisan,,"あ つ              か く に ん
かぶり厚さを確認する",Verifikasi ketebalan pelapisan.
"だい       か   てっきんせ こ う
第18課 鉄筋施工②",,,,,,,
Pelajaran 18   Pekerjaan Beton Bertulang ②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
11,角度,かくど,,Sudut,,"か  く  ど        か く に ん
角度を確認する",Memverifikasi sudut.
12,シングル,しんぐる,,Tunggal,,"て っ き ん                                   は い き ん         く  み  た
鉄筋はシングル配筋で組立てる",Tulangan baja dirakit dengan susunan tulangan tunggal.
13,ダブル,だぶる,,Ganda,,"は い き ん
スラブはダブル配筋とする",Pelat lantai dibuat susunan tulangan ganda.
14,千鳥結束,ちどりけっそく,,Pengikatan selang- seling,,"て っ き ん        ち   ど  り  け っ そ く
鉄筋は千鳥結束する",Tulang baja diikat dengan pengikatan selang-seling.
15,切断寸法,せつだんすんぽう,,Ukuran potongan,,"せつだんす ん ぽ う        て っ き ん       せつだん
切断寸法で鉄筋を切断する",Tulang baja dipotong dengan ukuran ptongan
16,加工寸法,かこうすんぽう,,Ukuran pembuatan,,"か  こ  う  す ん ぽ うど お             て っ き ん        か  こ  う
加工寸法通りに鉄筋を加工する",Pembuatan tulang baja disesuaikan dengan ukuran pembuatan.
17,重ね継手,かさねつぎて,,Sambungan tumpang,,"て っ き ん  ど  う  し         か さ         つ  ぎ  て
鉄筋同士は重ね継手とする",Sesama tulangan baja dibuat sambungan tumpang.
18,圧接継手,あっせつつぎて,,Sambungan las tekan,,"て っ き ん  ど  う  し        あ っ せ つ つ  ぎ  て
鉄筋同士は圧接継手とする",Sesama tulangan baja dibuat sambungan las tekan.
19,開口部,かいこうぶ,,Lubang,,"か  い  こ  う  ぶ               か い こ う ほ き ょ う き ん         と          つ
開口部には開口補強筋を取り付ける",Memasang opening reinforcement pada lubang.
20,溶接金網,ようせつかなあみ,,Jaring kawat las,,"ど     ま   は い き ん        よ う せ つ かなあみ        し  よ   う
土間配筋は溶接金網を使用する",Susunan tulangan lantai tanah menggunakan jaring kawat las.
"だい       か   てっきんせ こ う
第18課 鉄筋施工②",,,,,,,
Pelajaran 18   Pekerjaan Beton Bertulang ②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
21,搬出,はんしゅつ,,Mengeluarkan,,"の こ              て っ き ん        げ  ん  ば              はんしゅつ
残った鉄筋を現場から搬出する",Mengeluarkan  tulangan baja yang tersisa dari lapangan.
22,搬入,はんにゅう,,Mengangkat ke dalam,,"て っ き ん        げ  ん  ば        はんにゅう
鉄筋を現場に搬入する",Mengangkat tulangan baja ke lapangan.
23,基礎,きそ,,Pondasi,,"き     そ          は い き ん
基礎の配筋をおこなう",Melakukan susunan tulangan pondasi.
24,機械式継手,きかいしきつぎて,,Penyambungan,,"て っ き ん  ど  う  し         き  か  い  し  き  つ  ぎ  て
鉄筋同士は機械式継手とする",Menyambungkan sesama tulangan baja.
25,配筋検査,はいきんけんさ,,Pemeriksaan susunan tulangan,,"せ っ け い か ん り し ゃ                    は い き ん け  ん  さ         ご う か く
設計監理者による配筋検査に合格す
る",Lulus pemeriksaaan susunan tulangan oleh penanggung jawab disain.
"だい       か   けんせつきかいせ こ う
第19課 建設機械施工①",,,,,,,
Pelajaran 19   Konstruksi Dengan Mesin Konstruksi ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
1,トラクタ,とらくた,,Traktor,Traktor yang dipasang alat kerja (alat tambahan) disebut Buldozer atau  Traktor Shovel.,,
2,ブルドーザ,ぶるどーざ,,Bulldozer,Alat berat traktor yang dilengkapi dengan sudu.,,
3,トラクタショベル,とらくたしょべる,,Traktor shovel,Traktor yang dipasangkan alat pengeruk. Ada tipe penapak(track) dan tipe ban roda.,,
4,ホイルローダ,ほいるろーだ,,Wheel Loader,Traktor shovel berban roda (4 roda).,,
5,ダンプトラック,だんぷとらっく,,Truk jungkit,,,
6,油圧ショベル,ゆあつしょべる,,Eskavator hidrolik,Alat berat  yang memilik pengeruk yang dapat digunakan untuk berbagai fungsi dengan cara memasang alat-alat tambahan.,,
7,バックホウ,ばっくほう,,Serok belakang,"Penampilannya paling mirip dengan eskavator Hidrolik, digunakan untuk menggali kedalaman yang lebih rendah dari permukaan tanah.",,
8,ローディングショベル,ろーでぃんぐしょべる,,Loading eksakavator,Salah satu Eskavator Hidrolik yang digunakan untuk mengangkut pasir dan tanah bebatuan.,,
"だい       か   けんせつきかいせ こ う
第19課 建設機械施工①",,,,,,,
Pelajaran 19   Konstruksi Dengan Mesin Konstruksi ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
9,ローラ,ろーら,,mesin giling,,,
10,バケット,ばけっと,,bucket/serok,"Uang yang didapatkan oleh pegawai swasta atau negeri pada saat pensiun, cacat, atau meninggal.",,
11,ブーム,ぶーむ,,boom/penopang,Uang asuransi yang diberikan ketika kehilangan pekerjaan atau ketika memulai proses mencari pekerjaan baru.,,
12,アーム,あーむ,,lengan,,,
13,ブレード（排土板）,ぶれーど（はいどばん）,,blade/sudu,,,
14,タイヤ,たいや,,mesin,,,
15,クローラ,くろーら,,mesin diesel,,,
16,キー（鍵）,きー（かぎ）,,minyak enjin,,"く る ま   か ぎ
車の鍵",kunci mobil.
17,"作業装置
（アタッチメント）","さぎょうそうち
（あたっちめんと）",,alternator(generator pengisi daya),,,
"だい       か   けんせつきかいせ こ う
第19課 建設機械施工①",,,,,,,
Pelajaran 19   Konstruksi Dengan Mesin Konstruksi ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Anotasi,Contoh,
18,エンジン,えんじん,,baterai,,"き
エンジンをかける、エンジンを切る","menghidupkan mesin, mematikan mesin."
19,ディーゼルエンジン,でぃーぜるえんじん,,bahan bakar,,,
20,エンジンオイル,えんじんおいる,,minyak diesel,,,
21,"オルタネータ
（充電発電機）","おるたねーた
（じゅうでんはつでんき）",,rem,,,
22,バッテリ,ばってり,,pompa oli hidrolik,,,
23,燃料,ねんりょう,,silinder hidrolik,,,
24,軽油,けいゆ,,motor hidrolik,,,
25,ブレーキ,ぶれーき,,peralatan kerja,,"ふ
ブレーキを踏む",menekan rem.
"だい       か   けんせつき か い せ こ う
第20課 建設機械施工②",,,,,,,
Pelajaran 20   Konstruksi Dengan Mesin Konstruksi ②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,,,
1,油圧シリンダ,ゆあつしりんだ,,Silinder hidrolik,,,
2,油圧モータ,ゆあつもーた,,Motor hidrolik,,,
3,油圧ポンプ,ゆあつぽんぷ,,Pompa oli hidrolik,,,
4,水漏れ,みずもれ,,Kebocoran air,,,
5,油漏れ,あぶらもれ,,Kebocoran minyak,,,
6,冷却水,れいきゃくすい,,Air pendingin,,,
7,ブレーキ液,ぶれーきえき,,Minyak rem,,,
8,燃料タンク,ねんりょうたんく,,Tangki bahan bakar,,,
9,ファンベルト,ふぁんべると,,Tali kipas,,,
10,空気圧,くうきあつ,,Tekanan udara,,,
11,クラッチ,くらっち,,Alat pembuka kopling,,,
12,急発進,きゅうはっしん,,Gas mendadak,,,
13,急ブレーキ,きゅうぶれーき,,Rem mendadak,,,
