"だ い       か       き     そ
第1課基礎30",Unnamed: 2,Unnamed: 9,Unnamed: 11,Unnamed: 12,Unnamed: 18,Unnamed: 28,Unnamed: 35
7,幅木（仮設足場）,はばき（かせつあしば）,,កាត របំងមជើង(កខ្នល ង ដ្ឋក់មជើងបមណាត  ះោសនន ),,"ろ う ど う し ゃ        つ い て ん ら く       き     ぐ           ら  っ  か  ぼ   う  し
労働者の墜転落・器具の落下防止の
あ  し  ば         は  ば  き        も う
ために足場に幅木を設ける",ដ្ឋក់កាត បំងមជើងមៅកខ្នល ងដ្ឋក់ មជើងម ើេីបការពារកុំមោយកេមករ និងឧបករណ៏ន្ទៗធាល ក់ចុះ
8,単管,たんかん,,បំពង់ឯក,ពាកយមៅកាត់ 「បំពង់ឯក」សល ះ មគមៅថា 「パイプ 」(ខ្ផប),"たん かん        も ち                あ  し  ば           く             た
単管を用いて足場を組み立てる",ផ្ំគតំម ើងកខ្នល ងដ្ឋក់មជើងមដ្ឋយមក្បើ បំពង់ឯក
9,脚立,きゃたつ,,ជមណត ើរមកាង,,,
No.,វាក្យសព្ា, មបៀបអាន,,កា បក្ប្រប,ចំណា ព្នយល់,ឧទាហ ណ៍,
10,作業半径,さぎょうはんけい,,កាំក្បតិបតិត ការងារ,កាំបងិវ លននម្ខ  សីុន្ុន្ងន់។ម ើេីប ការពារមក្រះថាន ក់ប ះ ងិគ ចភាគ មក្ចើនមគហាេេិនមោយចូល,"じ ゅ う き さ ぎ ょ う         さ ぎ ょ う は ん け い          た           い               き ん
重機作業の作業半径に立ち入りを禁
し
止する",ហាេចូលកខ្នល ងកាំក្បតិបតិត ការ ការងាររបស់ម្ខ  សុីន្ន់្ងន់
11,仮ボルト,かりぼると,,បូ  ុងបមណាត  ះោសនន,,"か り                            こ う ぞ う た い        か り         こ   て  い
仮ボルトで構造体を仮に固定する",ចងភាា  ប់រចាន្ទសេ័ព នធ បមណាត  ះោសនន មដ្ឋយបូ  ុងបមណាត  ះោសនន
12,手直し,てなおし,,ខ្កម ើងវិញ,,"し  て  き                       ば  し  ょ         て  な  お
指摘された場所を手直しする",ខ្កម ើងវិញមៅ ីតំងខ្ លមគបន ចងអ គលបងាា ញមៅកខ្នល ងដ្ឋក់មជើង
13,面一,つらいち,,មោយនផាទំងពីរមសម ើរន,,"つ ら い ち
面一にそろえる",តក្េឹេមោយនផាទំងពីរមសម ើរន
14,点検事項,てんけんじこう,,ក្បការក្តួតពិនិតយ,,"し  よ   う               こ   う   ぐ        て ん け ん  じ   こ   う         も と                し
使用する工具は点検事項に基づき始
ぎょうま えて ん け ん
業前点検をおこなう",អ្នុវតតការក្តួតពិនិតយេុនចាប់មផតើេ ការងារខ្ផែកតេក្បការក្តួតពិនិតយ ឧបករណ៏ខ្ លក្តូវមក្បើក្បស់
15,積載荷重,せきさいかじゅう,, េងន់ចំណុះដ្ឋក់,,"せ き さ い か じ ゅ う         こ
トラックの積載荷重を超えないよう                               に
つ            こ
積み込む",ផទ គកកុំមោយមលើសពី េងន់ចំណុះដ្ឋក់ របស់ឡាន
16,すき間,すきま,,ចមន្ទល  ះ,,"ぼ う お ん                                         ま            あ
防音シートはすき間が空かないよう                               に
と          つ
取り付ける",តំម ើងក្កណាត់ ប់សមេលងកុំមោយ ម្ខនមៅសល់ចមន្ទល  ះ
17,通りを見る,とおりをみる,,ពិនិតយផូល  វថ្នល់,,"かたど お              ね  ぎ  り           で     き                              と お
やり方通りで根切が出来ているか通
りをみる","ពិនិតយផូល  វថ្នល់ថាមតើម្ខនសន េមភាល  ះ
 ូចតេវិ្ីសស្រសត ខ្ លអ្នុវតតខ្ រឬម "
18,組立,くみたて,,តមេលើង,,"あ  し  ば         く  み  た
足場を組立てる",ផ្ំគតមេលើងកខ្នល ងដ្ឋក់មជើង
19,地組,じぐみ,,ការផ្ំគេូលដ្ឋា ន,,"し た          じ   ぐ み              あ  し  ば                                          あ
下で地組した足場をクレーンで上げ
う え          と          つ
て上で取り付ける","សទ ចូ   កខ្នល ងដ្ឋក់មជើងខ្ លបនផ្ំគ
េូលដ្ឋា នខ្ទងមក្កាេមហើយ មដ្ឋយ ម្ខ  សុីន
សទ ចូ   មៅតំម ើងខ្ទងមលើ"
No.,វាក្យសព្ា, មបៀបអាន,,កា បក្ប្រប,ចំណា ព្នយល់,ឧទាហ ណ៍,
20,天端,てんば,,ខ្ផនកខ្ទងមលើននសំណង់,សល ះមគមៅថា「上端（うわば）អ្ុ  វ៉ា ប」,"て  ん  ば                            へいかつ
コンクリートの天端をコテで平滑に                               な
らす",មបៀកមបតុងខ្ផនកខ្ទងមលើននសំណង់ មោយរមោងមសម ើររន មដ្ឋយសល បក្ពា មបៀកកំមបរ
21,玉掛け,たまかけ・たまがけ,,ចំណងTamagake,,"ざいりょう         つ          あ                さ い        あんぜん          い     ち
材料を吊り上げる際は安全な位置に
た ま か け
玉掛けをおこなう",មៅមពលយួរមលើកវតថ គធាតុម ើេម ើង ក្តូវដ្ឋក់ចំណងTamagakeមៅ ីតំង សុវតិថ ភាព
22,合図,あいず,,សញ្ញា,,"じ ゅ う き さ ぎ ょ う        あ  い  ず                          あんぜん       おこな
重機作業は合図をもって安全に行う",ការងារម្ខ  សីុន្ន់្ងន់ក្តូវម្វើមដ្ឋយ  សុវតិថ ភាពតេសញ្ញា
23,定格荷重,ていかくかじゅう,, េងន់តេខ្ទន ត,,"て い か く か じ ゅ う         こ                  つ                      さ ぎ ょ う
定格荷重を超えて吊りもの作業はお
こなわない","េិនក្តូវម្វើការងារមលើកសទ ចូ   ហួសពី
 េងន់តេខ្ទន ត"
24,たち,たち,,បញ្ឈរ,,"あ  し  ば  し  ち  ゅ  う                              み             すいちょくせい
足場支柱のたちを見る（垂直性＝た
ち）",មេើលសសរបញ្ឈរកខ្នល ងដ្ឋក់មជើង (（ភាពបញ្ឈរ＝たち）ោនថា ＝ត ជិ)
25,職長,しょくちょう,,មេការ,,"あ  し  ば  く み た て        しょくちょう          し     じ          したが
足場組立は職長の指示に従う",ការផ្ំគតមេលើងកខ្នល ងដ្ឋក់មជើងក្តូវ មររពតេការខ្ណន្ទំរបស់មេការ
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្រប,ចំណា ព្នយល់,ឧទាហ ណ៍,
1,安全カバー,あんぜんかばー,,គម្របសុវត្ិថ ភាព,ជាពិសសសគឺគម្របជាប់នឹងម៉ា សុ៊ីន រណារ។ចូរសម្បើម្ាស់វាស ើរ៊ីបបង្កា សៅ សពលអារកាត្់ផ្លែរណារអាចឡងម្ត្ ឡប់រកម្ត្ូវខ្ល នួ   ជាស ើរ។,"あ  ん  ぜ ん                 し よ  う         じ こ         ふ  せ
安全カバーの使用で事故を防ぐ",ការពារសម្រោះថ្នា ក់សោយសម្បើគម្រប សុវត្ិថ ភាព
2,安全帯,あんぜんたい,,ផ្ខ្ែម្កវា៉ា ត្់សុវត្ិថ ភាព,,"あんぜんたい        あ  し  ば          と          つ
安全帯を足場に取り付ける",បំពាក់ផ្ខ្ែម្កវា៉ា ត្់សុវត្ិថ ភាពសៅ កផ្នែ ងោក់ស ើង
3,インサート,いんさーと,,បញ្ូច ល,,"せ  っ  ち
インサートをコンクリートに設置す                               るた
か た わ く          う           こ
め、型枠に打ち込む",បងហ រូ ចូលសុ រស ើរ៊ីបោក់បញ្ូច លកា ងសបត្ុង
4,スペーサ,すぺーさ,,ឧបករណ៏រកាចស្ែ  ោះ,,"か た わ く                                            と          つ
型枠にスペーサを取り付ける",ភាា  ប់ឧបករណ៏រកាចស្ែ  ោះសៅនឹងសុ រ
5,鉄筋,てっきん,,សរសសផ្ ក,,"て っ き ん       か た わ く         す  き  ま        ちょうせい
鉄筋と型枠の隙間を調整する",សំរួលចស្ែ  ោះសរសសផ្ កនិងសុ រ
6,電工ドラム（ドラム）,でんこうどらむ（どらむ）,,ផ្ខ្ែស្ែើងរំផ្វង( ូ រ៉ា រ រុ  ),,"で ん こ う                                                                  さ           こ
電工ドラムのコンセントに差し込む",សោត្ម្ព៊ីស្ែើងចូលកន ុងផ្ខ្ែស្ែើងរំផ្វង
7,電動丸のこ（電のこ）,でんどうまるのこ（でんのこ）,,រណាម៉ា សុ៊ីន(ស ង ណូ កូ ),,"で ん ど う ま る                                                         せつだん
電動丸のこでコンパネを切断する",កាត្់កាា បនទ ោះសោយរណាម៉ា សុ៊ីន
8,パッキン,ぱっきん,,ថ្នា ំបិទ ិត្,,"し           こ
パッキンを敷き込む",ម្កាលថ្នា ំបិទ ិត្
9,小バール,しょうばーる,,ផ្ ករស់ត្ូច,,"しょう                               く ぎ          ぬ
小バールで釘を抜く",រស់ផ្ កសរលសោយផ្ ករស់ត្ូច
10,大バール,だいばーる,,ផ្ ករស់ធំ,,"か た わく かい たい        だい                               し   よ   う
型枠解体に大バールを使用する",សម្បើផ្ ករស់ធំបំផ្បកសុ រ
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្រប,ចំណា ព្នយល់,ឧទាហ ណ៍,
11,化粧合板,けしょうごうはん,,កាា បនទ ោះត្ុបផ្ត្ង,,"ひょうめん          う          はな         し     あ                                けしょうごうばん
表面は打ち放し仕上げのため化粧合
し   よ   う
板を使用する",ស ើរ៊ីបសធវើសលទខាងរុខ្សនការចាក់ សបត្ុងសចាលសអាយស ើយសគសម្បើកាា បនទ ោះត្ុបផ្ត្ង
12,普通合板,ふつうごうはん,,កាា បនា ោះធរមតា,,"はいめん          そ     じ     し     あ                                ふ  つ  う  ご う ば ん
背面は素地仕上げのため普通合板を
し  よ   う
使用する",ស ើរ៊ីបសធវើសលទខាងសម្កាយសអាយស ើយ សគសម្បើ    កាា បនទ ោះធរមតា
13,スタイロフォーム,すたいろふぉーむ,,បនទ ោះសនា,,"か た わ くな い          と          つ
スタイロフォームを型枠内に取り付け
る",ត្សរែើងបនទ ោះសនា សៅខាងកន ុងសុ រ
14,面木,めんぎ,,ស ើបសងាើត្សលទរុខ្សៅម្ ុង,,"か た わ く        めん   ぎ           と          つ
型枠に面木を取り付ける",ត្សរែើងោក់ស ើបសងាើត្សលទរុខ្សៅ ម្ ុងសៅនឹងសុ រ
15,バイブレーター,ばいぶれーたー,,ម៉ា ស៊ីុនរំញ៉ារ័,,"し          かた
バイブレーターでコンクリートを締め固
める",សម្បើម៉ា សុ៊ីនរំញ៉ារ័ស ើរ៊ីបបម្ងួរសបត្ុង
16,剥離剤,はくりざい,,ថ្នា ំសំណក,,"か た わ く                                      よ
コンクリートと型枠のはなれを良くする
は   く  り ざ い        し  よ   う
ために剥離剤を使用する",សម្បើម្ាស់ថ្នា ំសំណកស ើរ៊ីបសធវើសអាយ សបត្ុងនិងសុ ររសបោះសចញានលអ
17,けこみ板,けこみいた,,កាា បញ្ឈរ,,"い た         と          つ
けこみ板を取り付ける",ត្សរែើងកាា បញ្ឈរ
18,目地棒,めじぼう,, ំបូងោក់កាច់ម្ ុង,,"か た わ く          め     じ   ぼ う         と          つ
型枠に目地棒を取り付ける",ត្សរែើង ំបូងោក់កាច់ម្ ុងសៅកន ុង សុ រ
19,コンクリート,こんくりーと,,សបត្ុង,,"か た わ く                                                  なが         こ
型枠にコンクリートを流し込む",បងហ រូ សបត្ុងចូលសៅកន ុងសុ រ
20,コンベックス,こんべっくす,,ឧបករណ៏វាស់ផ្វង,,"す ん ぽ う       はか
コンベックスで寸法を測る",វាស់ទំ ំសោយឧបករណ៏វាស់ផ្វង
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្រប,ចំណា ព្នយល់,ឧទាហ ណ៍,
21,作業用手袋,さぎょうようてぶくろ,,សម្នរស ការង្ករ,,"さ ぎ ょ う よ う て ぶ く ろ       も ち              か た わ く さ ぎ ょ う
作業用手袋を用いて型枠作業をおこ
なう",សធវើការង្ករសុ រសោយសម្បើសម្នរស ការង្ករ
22,差金,さしがね,,ផ្ កបញ្ូច ល,,"さ し が ね        す ん ぽ う       はか
差金で寸法を測る",វាស់ទំ ំផ្ កបញ្ូច ល
23,水平器,すいへいき,,ផ្រ៉ាម្ត្សទ ង់,,"すい へい   き          かたむ           ちょうせい      すい へい
水平器で傾きを調整し水平にする",សំរួលលំស ៀងសអាយសសម ើរសោយសម្បើ ផ្រ៉ាម្ត្សទ ង់
24,墨さし,すみさし,,បិចសធវើព៊ីឬស៊ីែ,,"す み                   す み
墨さしを墨つぼにつける",ោក់ប្ទ  ត្់ផ្ខ្ែបិចសធវើព៊ីឬស៊ីែ
25,墨つぼ,すみつぼ,,ប្ទ  ត្់ផ្ខ្ែ,,"す み                    す み
墨さしを墨つぼにつける",ោក់ប្ទ  ត្់ផ្ខ្ែបិចសធវើព៊ីឬស៊ីែ
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្រប,,,
1,"丸セパレーター
（丸セパ）","まるせぱれーたー
（まるせぱ）",,"ឧបករណ៏បំបបករូបរាងមូល
(ម៉ា រ៉ុ សេប៉ា )",,,
2,天端釘,てんばくぎ,,"បែកសោលបនែកខាងសលើនៃ
េំណង់",,,
3,ケレン,けれん,,ការេំសលៀង,,,
4,型枠支保工,かたわくしほこう,,េ៉ុ មេរមប់ចាក់សបត៉ុង,,,
5,"基礎型枠
（メタルフォーム）","きそかたわく
（めたるふぉーむ）",,េ៉ុ មរ្រោះ(សមតាលហ្វ ម),,,
6,釘仕舞い,くぎしまい,,េំរួលបែកសោល,,,
7,スラブ天端,すらぶてんば,,រកឡាបនែកខាងសលើនៃេំណង់,,,
8,高さ（タッパ）,たかさ（たっぱ）,,កំពេ់,,,
9,建込み,たてこみ,,សលើកយួរសហ្ើយោក់,,,
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្រប,,,
10,通り,とおり,,នូល  វលំ,,,
11,蹴上げ,けあげ,,កំពេ់ជំហាៃកាំជសណា ើរ,,,
12,蹴込み,けこみ,,បនែកខាងកន គងសៅកាំជសណា ើរ,,,
13,工具の手入れ,こうぐのていれ,,សរៀបេំោតឧបករណ៏,,,
14,下げ振り,さげふり,,ឧបករណ៏វាេ់បញ្ឈររតង់,,,
15,地墨,じずみ,,សាែ មេញ្ជា  កំណត់រីតាំង,,,
16,捨てコンクリート,すてこんくりーと,,ចាក់សបត៉ុងសេា ើង(សបត៉ុង សចាល),,,
17,はね出し,はねだし,,ការសចញកាា ពីបសគោ ល,,,
18,はらみ,はらみ,,ភ្ជពសប៉ា ងច៉ុោះ,,,
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្រប,,,
19,前面,まえつら,,ននៃខាងម៉ុខ,,,
20,養生,ようじょう,,រ៉ុុំព័រធ,,,
21,レベル,れべる,,កំពេ់,,,
22,割付,わりつけ,,បបងបចក,,,
23,埋め込み金物,うめこみかなもの,,ឧបករណ៏បែកបងោប់,,,
24,解体する（バラス）,かいたいする（ばらす）,,ការបំបបក,,,
25,かぶり寸法,かぶりすんぽう,,ករមេ់រ្ប,,,
No.,វាកយសព្ទ, មបៀបអាន,,កា បកដរប,ចំណា ព្នយល់,ឧទាហ ណ៍,
1,異形棒鋼,いけいぼうこう,,ឧបករណ៏ពង្រឹរបបតុរ រូបរារពិបេេ,គឺជាេរសេដែកធម្មតាដែលបគបង្បើ បៅង្បបេេជបុ ន,"い  け  い こ う ぼ う       も ち
異形鋼棒を用いる",បង្បើឧបករណ៏ពង្រឹរបបតុររូបរារ ពិបេេ
2,結束線,けっそくせん,,ដសែរឹតចំណរ,,"け っ そ く せん        て っ き ん       し ば
結束線で鉄筋を縛る",រឹតេរសេដែកបោយដសែរឹតចំណរ
3,結束工具,けっそくこうぐ,,ឧបករណ៏រឹតចរ,បពលសល ះបគបៅថា「ហាក់ កា」,"け っ そ く  こ   う   ぐ        も ち              て っ き ん       し ば
結束工具を用いて鉄筋を縛る",រឹតេរសេដែកបោយបង្បើឧបករណ៏ រឹតចរ
4,鉄筋切断機,てっきんせつだんき,,ម  េ៊ីុនកាត់េរសេដែក,,"て っ き ん せ  つ  だ  ん  き         て っ き ん       せつだん
鉄筋切断機で鉄筋を切断する","កាត់េរសេដែកបោយម  េ៊ីុនកាត់
េរសេដែក"
5,鉄筋曲げ加工機,てっきんまげかこうき,,ម  េ៊ីុនពត់េរសេដែក,,"て っ き ん   ま           か  こ  う    き          て っ き ん         ま
鉄筋曲げ加工機で鉄筋を曲げる","ពត់េរសេដែកបោយម  េុ៊ីនពត់
េរសេដែក"
6,フック,ふっく,,េំពក់,,"て っ き ん た  ん  ぶ
鉄筋端部にフックをつける",ពាក់េំពក់បៅដនែកខារចុរេរសេ ដែក
7,保護帽（ヘルメット）,ほごぼう（へるめっと）,,ម្ួកការពារ,,"ほ     ご   ぼ う                            さ ぎ ょ う          と          か
保護帽をかぶり作業に取り掛かる",ពាក់ម្ួកការពារប ើយចាប់បនតើម្បធវើការ
8,アンカー,あんかー,,ដែកយុថាា,"ពាកយកាត់សនដែកយុថាា េរសេដែក ចប្ឡះេំណរ់បគថា「សា េុ៊ី គ៊ីរ
（さしきん）」","せ  っ  ち
アンカーを設置する",តបម្លើរដែកយុថាា
9,加工場,かこうば,,កដនល រដកសនែ,,現場搬入前に加工場で鉄筋を加工する,ដកសនែេរសេដែកបៅកដនល រដកសនែ ម្ុននឹរែឹកចូលម្កការោា ន
10,スペーサ―,すぺーさー,,ឧបករណ៏រកាចប្ល  ះ,,鉄筋のかぶり厚さを保つためスペ                             ーサーを使う,បង្បើឧបករណ៏រកាចប្ល  ះបែើម្៊ីបរកា កមល  េ់ង្គបេរសេដែក
No.,វាកយសព្ទ, មបៀបអាន,,កា បកដរប,ចំណា ព្នយល់,ឧទាហ ណ៍,
11,ドーナツ,どーなつ,,ឧបករណ៏រកាចប្ល  ះរារ ជាររវរ់(ែូណាត់),,壁の鉄筋かぶり厚さはドーナツを使                               う,បង្បើឧបករណ៏រកាចប្ល  ះរារជាររវរ់ (ែូណាត់)េង្មប់កមល  េ់ង្គបេរសេ ដែកជញ្ជ  ំរ
12,加工配筋図,かこうはいきんず,,បល រ់ោក់េសេដែកដកសនែ,,"か  こ  う は い き ん   ず   と お              く  み  た
加工配筋図通りに組立てる",ន្ំគតបម្លើរតាម្បល រ់ោក់េសេដែកដក សនែ
13,配筋詳細図,はいきんしょうさいず,,បល រ់លំអិតោក់េរសេដែក,,配筋詳細図通りに組立てる,ន្ំគតបម្លើរតាម្បល រ់លំអិតោក់េសេ ដែក
14,開口補強筋,かいこうほきょうきん,,េរសេដែកពង្រឹរដនែក បបើកចំ រ,,窓開口部は開口補強筋を組立てる,ន្ំគតបម្លើរេរសេដែកពង្រឹរដនែក បបើកចំ របៅបរអ ចួ  ដនែកបបើកចំ រ
15,幅止め筋,はばどめきん,,េរសេដែកពង្រឹរ,,"はば   ど          き ん         と          つ
幅止め筋を取り付ける",តំប ើរោក់េរសេដែកពង្រឹរ
16,差筋,さしきん,,េរសេដែកចប្ល  ះេំណរ់,,"さ し き ん
コンクリートに差筋をする",ោក់េរសេដែកចប្ល  ះេំណរ់បៅ កន គរបបតុរ
17,柱主筋,はしらしゅきん,,េរសេដែកេេរបម្,,"はしらし ゅ き ん        く  み  た
柱主筋を組立てる",ន្ំគតបម្លើរេរសេដែកេេរបម្
18,柱配筋,はしらはいきん,,ោក់េរសេដែកកន គរេេរ,,"はしらは い き ん        ず  め  ん         か く に ん
柱配筋を図面で確認する",បញ្ជ  ក់េសេដែកកន គរេេរតាម្បល រ់ គំនូរ
19,スラブ筋,すらぶきん,,េរសេង្កឡា,,"き ん        し ょ て い                                   く  み  た
スラブ筋を所定のピッチで組立てる",ន្ំគតបម្លើរេរសេង្កឡាបៅជបង្ម្ដែល បានកំណត់េុក
20,ベース筋,べーすきん,,េរសេង្គឹះ,,"き ん        く  み  た
ベース筋を組立てる",ន្ំគតបម្លើរេរសេង្គឹះ
No.,វាកយសព្ទ, មបៀបអាន,,កា បកដរប,ចំណា ព្នយល់,ឧទាហ ណ៍,
21,帯筋（フープ）,おびきん（ふーぷ）,,េរសេដែកេប់េល់ការ ដបកបបតុរេេរ( ឺវ ប ពុ),,"おびき ん        く  み  た
帯筋を組立てる",ន្ំគតបម្លើរេរសេដែកេប់េល់ការ ដបកបបតុរេេរ
22,下端筋,したばきん,,េរសេខារបង្កាម្ខារចុរ,,"し  た  ば き ん        く  み  た
下端筋を組立てる",ន្ំគតបម្លើរេរសេខារបង្កាម្ខារចុរ
23,上端筋,うわばきん,,េរសេខារចុរខារបលើ,,"う え は し き ん        く  み  た
上端筋を組立てる",ន្ំគតបម្លើរេរសេខារចុរខារបលើ
24,主筋,しゅきん,,េរសេបម្,,"し ゅ き ん        く  み  た
主筋を組立てる",ន្ំគតបម្លើរេរសេបម្
25,あばら筋,あばらきん,,េរសេដែកលកា ណ:នឹអ រជំនឺ,,あばら筋を組立てる,ន្ំគតបម្លើរេរសេដែកលកា ណ:នឹអ រជំនឺ
No.,វាកយសព្ទ, មបៀបអាន,,កា បកដរប,ចំណា ព្នយល់,ឧទាហ ណ៍,
1,はかま筋,はかまきん,,សរសសដែកលកខ ណ:កន្រ្ត ក,,"き ん        く  み  た
はかま筋を組立てる",ការផ្ុំគតុំឡ ើងសរសសដែកលកខ ណ:កន្្្ តក
2,縦筋,たてきん,,សរសសដែកបញ្ឈរ,,"た て き ん        く  み  た
縦筋を組立てる",ការផ្ុំគតុំឡ ើងសរសសដែកបញ្ឈរ
3,下筋,したきん,,សរសសដែកខាងឡន្កាម,,"し た き ん        く  み  た
下筋を組立てる",ការផ្ុំគតុំឡ ើងសរសសដែកខាងឡន្កាម
4,横筋,よこきん,,សរសសដែកឡផតក,,"よ こ き ん        く  み  た
横筋を組立てる",ការផ្ុំគតុំឡ ើងសរសសដែកឡផតក
5,腹筋,はらきん,,សរសសដែកដាក់ទទឹង,,"は ら き ん        く  み  た
腹筋を組立てる",ការផ្ុំគតុំឡ ើងសរសសដែកដាក់ទទឹង
6,配力筋,はいりょくきん,,សរសសដែកដាក់ឈរន្តង់,,"はいりょくきん        く  み  た
配力筋を組立てる",ការផ្ុំគតុំឡ ើងសរសសដែកដាក់ឈរន្តង់
7,上筋,うわきん,,សរសសដែកខាងឡលើ,,"う わ き ん        く  み  た
上筋を組立てる",ការផ្ុំគតុំឡ ើងសរសសដែកខាងឡលើ
8,スパイラル筋,すぱいらるきん,,សរសសដែកលកខ ណ:រងវង់,,"き ん        た い し んへ き          と           つ
スパイラル筋を耐震壁に取り付ける",ភ្ជា  ប់សរសសដែកលកខ ណ:រងវង់ឡៅ្ឹង ជញ្ា  ុំងធុ្្ឹងរញ្ជ យួ   ែី
9,鉄筋径,てっきんけい,,វិជាមាន្តសរសសដែក,,"て っ き ん け い        せ っ け い  と   し   ょ         と お
鉄筋径は設計図書の通りである",វិជាមាន្តសរសសដែកគឺែូចឡៅកន គងបល ង់ឡែសាញ
10,かぶり厚さ,かぶりあつさ,,កមាល  ស់ន្គប,,"あ つ              か く に ん
かぶり厚さを確認する",ការបញ្ា  ក់កមាល  ស់ន្គប
No.,វាកយសព្ទ, មបៀបអាន,,កា បកដរប,ចំណា ព្នយល់,ឧទាហ ណ៍,
11,角度,かくど,,មុុំ,,"か  く  ど        か く に ん
角度を確認する",ការបញ្ា  ក់មុុំ
12,シングル,しんぐる,,ឯក,,"て っ き ん                                   は い き ん         く  み  た
鉄筋はシングル配筋で組立てる",ផ្ុំគតុំឡ ើងសរសសដែកឡដាយសរសស ដែកឯក
13,ダブル,だぶる,,ឡទវ,,"は い き ん
スラブはダブル配筋とする",សរសសន្កឡាន្តូវឡន្បើសរសសដែកឡទវ
14,千鳥結束,ちどりけっそく,,ចុំណងចឡ្ល  ោះគ្នា,,"て っ き ん        ち   ど  り  け っ そ く
鉄筋は千鳥結束する",រឹតចុំណងចឡ្ល  ោះសរសសដែក
15,切断寸法,せつだんすんぽう,,ទុំហុំដផាកកាត់,,"せつだんす ん ぽ う        て っ き ん       せつだん
切断寸法で鉄筋を切断する",កាត់សរសសដែកតាមទុំហុំដផាកកាត់
16,加工寸法,かこうすんぽう,,ទុំហុំដកសនា,,"か  こ  う  す ん ぽ うど お             て っ き ん        か  こ  う
加工寸法通りに鉄筋を加工する",ដកសនាសរសសដែកែូចឡៅកន គងទុំហុំដក សនា
17,重ね継手,かさねつぎて,,តុំណជា្់គ្នា,,"て っ き ん  ど  う  し         か さ         つ  ぎ  て
鉄筋同士は重ね継手とする","ដាក់តុំណជា្់គ្នា សន្មាប់សរសសដែក
ែូចគ្នា"
18,圧接継手,あっせつつぎて,,តុំណគ្នប,,"て っ き ん  ど  う  し        あ っ せ つ つ  ぎ  て
鉄筋同士は圧接継手とする","ដាក់តុំណគ្នបសន្មាប់សរសសដែក
ែូចគ្នា"
19,開口部,かいこうぶ,,ដផាកឡបើកចុំហរ,,"か  い  こ  う  ぶ               か い こ う ほ き ょ う き ん         と          つ
開口部には開口補強筋を取り付ける",តុំឡ ើងដែកពន្ងឹងមាត់ឡបើកស្ ដផាកឡបើកចុំហរ
20,溶接金網,ようせつかなあみ,,សុំណាញ់ដែកផា,,"ど     ま   は い き ん        よ う せ つ かなあみ        し  よ   う
土間配筋は溶接金網を使用する",ឡន្បើសុំណាញ់ដែកផាសន្មាប់សរសស ដែកពន្ងឹងែី
No.,វាកយសព្ទ, មបៀបអាន,,កា បកដរប,ចំណា ព្នយល់,ឧទាហ ណ៍,
21,搬出,はんしゅつ,,ការែឹកឡចញ,,"の こ              て っ き ん        げ  ん  ば              はんしゅつ
残った鉄筋を現場から搬出する",ែឹកសរសសដែកដែលឡៅសល់ឡចញពី ការដាា ្
22,搬入,はんにゅう,,ការែឹកចូល,,"て っ き ん        げ  ん  ば        はんにゅう
鉄筋を現場に搬入する",ែឹកសរសសដែកចូលការដាា ្
23,基礎,きそ,,ន្គឹោះ,គឺជាន្គឹោះរបស់អគ្នរ,"き     そ          は い き ん
基礎の配筋をおこなう",ឡរៀបចុំន្គឹោះដាក់សរសសដែក
24,機械式継手,きかいしきつぎて,,តុំណឡដាយមា៉ា សីុ្,,"て っ き ん  ど  う  し         き  か  い  し  き  つ  ぎ  て
鉄筋同士は機械式継手とする",សរសសដែកវាងគ្នា ្ិងគ្នា ន្តូវតុំណ ឡដាយមា៉ា សុី្
25,配筋検査,はいきんけんさ,,ការន្តួតពិ្ិតយការដាក់ សរសសដែក,,"せ っ け い か ん り し ゃ                    は い き ん け  ん  さ         ご う か く
設計監理者による配筋検査に合格す
る",ការន្តួតពិ្ិតយការដាក់សរសសដែក ឡដាយអា កន្គប់ន្គងបល ង់ឡែសាញន្តូវ បា្នលងកាត់
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្្ប,ចំណា ព្នយល់,ឧទាហ ណ៍,
1,トラクタ,とらくた,,ត្រាក់ទរ័,ត្រាក់ទរ័ដែលបំពាក់ឧបករណ៏ការងារ (attachment)ត្ររូវបានគេគៅថា គត្រេឿងចត្រករុញែីឬត្រាក់ទ័រឈូសែីជា គែើម។,,
2,ブルドーザ,ぶるどーざ,,គត្រេឿងចត្រករុញែី,ម៉ា សុីនដែលបំពាក់ដប៉ាលរុញែីគៅ នឹងត្រាក់ទ័រ,,
3,トラクタショベル,とらくたしょべる,,ត្រាក់ទ័រឈូសែី,ម៉ា សីុនត្រាក់ទ័រដែលមនបំពាក់ ដប៉ាលចូក។មនត្របគេទគត្របើកង់សប់ និងត្របគេទគត្របើកង់ត្រចវាក់,,
4,ホイルローダ,ほいるろーだ,,រ ឡូូ   កិនែី,ត្រាក់ទ័រឈូសែីត្របគេទគត្របើកង់(វិល កង់ទំងបួន(4WD)),,
5,ダンプトラック,だんぷとらっく,,ត្រាក់ទ័រែឹកែី,,,
